display_name,cited_by_count,h_index,works_count,country_code,id,works_api_url
Paul Bennett,9496.0,53.0,320.0,GB,https://openalex.org/A5023213500,https://api.openalex.org/works?filter=author.id:A5023213500
H. Metzler,1759.0,24.0,148.0,SE,https://openalex.org/A5054129638,https://api.openalex.org/works?filter=author.id:A5054129638
Yao Xie,3545.0,26.0,281.0,US,https://openalex.org/A5047736740,https://api.openalex.org/works?filter=author.id:A5047736740
Christine Fawcett,1255.0,19.0,79.0,SE,https://openalex.org/A5057061128,https://api.openalex.org/works?filter=author.id:A5057061128
Toniann Pitassi,11421.0,51.0,280.0,US,https://openalex.org/A5003318200,https://api.openalex.org/works?filter=author.id:A5003318200
Ole G. Mouritsen,20171.0,77.0,629.0,DK,https://openalex.org/A5017893762,https://api.openalex.org/works?filter=author.id:A5017893762
Anders Bach,2541.0,27.0,78.0,DK,https://openalex.org/A5059275377,https://api.openalex.org/works?filter=author.id:A5059275377
Lion Shahab,8191.0,45.0,356.0,GB,https://openalex.org/A5052720011,https://api.openalex.org/works?filter=author.id:A5052720011
Maria Liakata,7486.0,39.0,242.0,GB,https://openalex.org/A5007426895,https://api.openalex.org/works?filter=author.id:A5007426895
Daniel Ståhl,22065.0,74.0,500.0,GB,https://openalex.org/A5082274535,https://api.openalex.org/works?filter=author.id:A5082274535
Linus Bengtsson,5418.0,25.0,68.0,SE,https://openalex.org/A5060102759,https://api.openalex.org/works?filter=author.id:A5060102759
Daniel B. M. Haun,9029.0,47.0,268.0,DE,https://openalex.org/A5002740896,https://api.openalex.org/works?filter=author.id:A5002740896
Anna Van Meter,2405.0,24.0,168.0,US,https://openalex.org/A5036446070,https://api.openalex.org/works?filter=author.id:A5036446070
Kameron Decker Harris,2697.0,14.0,68.0,US,https://openalex.org/A5060223489,https://api.openalex.org/works?filter=author.id:A5060223489
Jue Lin,18749.0,65.0,287.0,US,https://openalex.org/A5076016483,https://api.openalex.org/works?filter=author.id:A5076016483
Bin Li,3228.0,27.0,242.0,CN,https://openalex.org/A5100365157,https://api.openalex.org/works?filter=author.id:A5100365157
Michael Pollard,3799.0,24.0,140.0,US,https://openalex.org/A5081447988,https://api.openalex.org/works?filter=author.id:A5081447988
Fernando Tohmé,2635.0,21.0,261.0,AR,https://openalex.org/A5029105431,https://api.openalex.org/works?filter=author.id:A5029105431
Jingqiang Zhu,3133.0,29.0,184.0,CN,https://openalex.org/A5072341364,https://api.openalex.org/works?filter=author.id:A5072341364
Joshua K. Abbott,2026.0,25.0,106.0,US,https://openalex.org/A5079221921,https://api.openalex.org/works?filter=author.id:A5079221921
Paul Koch,2428.0,12.0,63.0,DE,https://openalex.org/A5053497867,https://api.openalex.org/works?filter=author.id:A5053497867
Robin M. Hogarth,24130.0,66.0,237.0,ES,https://openalex.org/A5047900722,https://api.openalex.org/works?filter=author.id:A5047900722
Beth Morling,2613.0,23.0,56.0,US,https://openalex.org/A5001196193,https://api.openalex.org/works?filter=author.id:A5001196193
Alia J. Crum,9853.0,32.0,98.0,US,https://openalex.org/A5052244076,https://api.openalex.org/works?filter=author.id:A5052244076
Deborah I. Fels,3842.0,26.0,165.0,CA,https://openalex.org/A5063166908,https://api.openalex.org/works?filter=author.id:A5063166908
Lingxiao Wang,3509.0,30.0,203.0,JP,https://openalex.org/A5100779977,https://api.openalex.org/works?filter=author.id:A5100779977
Pamela Black,785.0,15.0,50.0,US,https://openalex.org/A5091890905,https://api.openalex.org/works?filter=author.id:A5091890905
Mor Geva,2431.0,19.0,95.0,IL,https://openalex.org/A5065717258,https://api.openalex.org/works?filter=author.id:A5065717258
Laura Martignon,3102.0,26.0,157.0,DE,https://openalex.org/A5108278530,https://api.openalex.org/works?filter=author.id:A5108278530
Maja Schlüter‬,9337.0,47.0,176.0,SE,https://openalex.org/A5016983952,https://api.openalex.org/works?filter=author.id:A5016983952
Amy J. C. Cuddy,22095.0,33.0,80.0,US,https://openalex.org/A5013342472,https://api.openalex.org/works?filter=author.id:A5013342472
George Robertson,3402.0,28.0,50.0,US,https://openalex.org/A5110121255,https://api.openalex.org/works?filter=author.id:A5110121255
Daniel Jurafsky,19106.0,54.0,115.0,US,https://openalex.org/A5036266399,https://api.openalex.org/works?filter=author.id:A5036266399
Lisabeth F. DiLalla,3204.0,29.0,122.0,US,https://openalex.org/A5023052287,https://api.openalex.org/works?filter=author.id:A5023052287
Dorita H. F. Chang,863.0,15.0,77.0,HK,https://openalex.org/A5044395803,https://api.openalex.org/works?filter=author.id:A5044395803
Andrew Reeson,2930.0,26.0,112.0,AU,https://openalex.org/A5021950100,https://api.openalex.org/works?filter=author.id:A5021950100
Rémi Munos,2132.0,19.0,48.0,GB,https://openalex.org/A5016419651,https://api.openalex.org/works?filter=author.id:A5016419651
Kevin Cowtan,75228.0,36.0,120.0,GB,https://openalex.org/A5018808577,https://api.openalex.org/works?filter=author.id:A5018808577
Mansour Alsaleh,1903.0,17.0,49.0,US,https://openalex.org/A5115598991,https://api.openalex.org/works?filter=author.id:A5115598991
Xun Li,609.0,13.0,93.0,CN,https://openalex.org/A5100341866,https://api.openalex.org/works?filter=author.id:A5100341866
Alberto Cavallo,2454.0,24.0,119.0,US,https://openalex.org/A5102794635,https://api.openalex.org/works?filter=author.id:A5102794635
Brian Meyers,6288.0,26.0,48.0,US,https://openalex.org/A5064561288,https://api.openalex.org/works?filter=author.id:A5064561288
L. Gary Hart,6914.0,39.0,80.0,US,https://openalex.org/A5111946431,https://api.openalex.org/works?filter=author.id:A5111946431
Wakenda K. Tyler,730.0,17.0,47.0,US,https://openalex.org/A5071313046,https://api.openalex.org/works?filter=author.id:A5071313046
Juan E. Keymer,2988.0,23.0,71.0,CL,https://openalex.org/A5004230429,https://api.openalex.org/works?filter=author.id:A5004230429
Jie Chen,366.0,10.0,44.0,CN,https://openalex.org/A5100332918,https://api.openalex.org/works?filter=author.id:A5100332918
Patrick Schramowski,1418.0,14.0,77.0,DE,https://openalex.org/A5017166414,https://api.openalex.org/works?filter=author.id:A5017166414
Niloufar Salehi,1265.0,19.0,59.0,US,https://openalex.org/A5018318827,https://api.openalex.org/works?filter=author.id:A5018318827
Pavlin Mavrodiev,966.0,11.0,41.0,CH,https://openalex.org/A5000017075,https://api.openalex.org/works?filter=author.id:A5000017075
Ilkka Kivimäki,482.0,12.0,32.0,FI,https://openalex.org/A5001517214,https://api.openalex.org/works?filter=author.id:A5001517214
Yahui Liu,1502.0,16.0,59.0,CN,https://openalex.org/A5100375513,https://api.openalex.org/works?filter=author.id:A5100375513
Dongruo Zhou,1154.0,17.0,71.0,US,https://openalex.org/A5080386620,https://api.openalex.org/works?filter=author.id:A5080386620
Brian Ekdale,1191.0,14.0,43.0,US,https://openalex.org/A5069228581,https://api.openalex.org/works?filter=author.id:A5069228581
Kolina Koltai,397.0,13.0,28.0,US,https://openalex.org/A5080633143,https://api.openalex.org/works?filter=author.id:A5080633143
Farhana Ferdousi Liza,243.0,8.0,27.0,GB,https://openalex.org/A5052957309,https://api.openalex.org/works?filter=author.id:A5052957309
Thomas H. Costello,1036.0,17.0,67.0,US,https://openalex.org/A5055631608,https://api.openalex.org/works?filter=author.id:A5055631608
Jacob G. Ray,757.0,12.0,30.0,US,https://openalex.org/A5073948953,https://api.openalex.org/works?filter=author.id:A5073948953
Srishti Palani,129.0,7.0,16.0,US,https://openalex.org/A5022603471,https://api.openalex.org/works?filter=author.id:A5022603471
Samuel Taylor,290.0,8.0,20.0,US,https://openalex.org/A5041972281,https://api.openalex.org/works?filter=author.id:A5041972281
Susan Kelly‐Weeder,779.0,12.0,43.0,US,https://openalex.org/A5077273709,https://api.openalex.org/works?filter=author.id:A5077273709
E.E. Goei,153.0,3.0,4.0,US,https://openalex.org/A5011454843,https://api.openalex.org/works?filter=author.id:A5011454843
Hironori Otsubo,132.0,5.0,23.0,JP,https://openalex.org/A5049082292,https://api.openalex.org/works?filter=author.id:A5049082292
R Poirier,220.0,6.0,14.0,CA,https://openalex.org/A5090202672,https://api.openalex.org/works?filter=author.id:A5090202672
Elise Jing,466.0,4.0,23.0,RU,https://openalex.org/A5083506441,https://api.openalex.org/works?filter=author.id:A5083506441
Vanessa Maturo,40.0,2.0,4.0,US,https://openalex.org/A5083796753,https://api.openalex.org/works?filter=author.id:A5083796753
Robert Laubacher,1971.0,14.0,39.0,US,https://openalex.org/A5025920509,https://api.openalex.org/works?filter=author.id:A5025920509
Mingyang Zhang,444.0,9.0,19.0,HK,https://openalex.org/A5100432806,https://api.openalex.org/works?filter=author.id:A5100432806
Elizabeth K. Dreben,208.0,3.0,3.0,US,https://openalex.org/A5019124620,https://api.openalex.org/works?filter=author.id:A5019124620
Ziwen Han,14.0,1.0,2.0,CA,https://openalex.org/A5011856840,https://api.openalex.org/works?filter=author.id:A5011856840
Maia C. Connors,335.0,8.0,32.0,US,https://openalex.org/A5018363580,https://api.openalex.org/works?filter=author.id:A5018363580
Catharina C. Probst,221.0,6.0,16.0,DE,https://openalex.org/A5036504320,https://api.openalex.org/works?filter=author.id:A5036504320
A. Pavlova,21.0,2.0,3.0,US,https://openalex.org/A5090302948,https://api.openalex.org/works?filter=author.id:A5090302948
Karla Koskuba,12.0,1.0,2.0,GB,https://openalex.org/A5069173973,https://api.openalex.org/works?filter=author.id:A5069173973
Eri Narita,45.0,2.0,2.0,JP,https://openalex.org/A5022760315,https://api.openalex.org/works?filter=author.id:A5022760315
Anas Alfaris,295.0,9.0,32.0,SA,https://openalex.org/A5073189960,https://api.openalex.org/works?filter=author.id:A5073189960
Sasha Goodman,23.0,2.0,10.0,US,https://openalex.org/A5109262098,https://api.openalex.org/works?filter=author.id:A5109262098
Mengzhuo You,11.0,1.0,1.0,CN,https://openalex.org/A5035750278,https://api.openalex.org/works?filter=author.id:A5035750278
Alexander Mirsky,238.0,2.0,2.0,DE,https://openalex.org/A5040715593,https://api.openalex.org/works?filter=author.id:A5040715593
John Rappaport,200.0,8.0,31.0,US,https://openalex.org/A5022481882,https://api.openalex.org/works?filter=author.id:A5022481882
S. T. Moturu,151.0,4.0,5.0,US,https://openalex.org/A5113372108,https://api.openalex.org/works?filter=author.id:A5113372108
Jesse Rosencranz-Engelmann,151.0,1.0,3.0,US,https://openalex.org/A5022983323,https://api.openalex.org/works?filter=author.id:A5022983323
Heidi Mauersberger,246.0,8.0,25.0,DE,https://openalex.org/A5002804385,https://api.openalex.org/works?filter=author.id:A5002804385
Nicole Gerzon,14.0,2.0,2.0,MX,https://openalex.org/A5001875114,https://api.openalex.org/works?filter=author.id:A5001875114
Moiz Khan,319.0,10.0,25.0,US,https://openalex.org/A5072340987,https://api.openalex.org/works?filter=author.id:A5072340987
Sayli M Narkhede,22.0,1.0,1.0,US,https://openalex.org/A5022836465,https://api.openalex.org/works?filter=author.id:A5022836465
Filippo Privitera,652.0,8.0,22.0,,https://openalex.org/A5075228752,https://api.openalex.org/works?filter=author.id:A5075228752
Rémi Leblond,3743.0,14.0,21.0,GB,https://openalex.org/A5026525021,https://api.openalex.org/works?filter=author.id:A5026525021
T.M. Parks,1399.0,9.0,15.0,US,https://openalex.org/A5035187316,https://api.openalex.org/works?filter=author.id:A5035187316
David Rosenblitt,1094.0,6.0,9.0,US,https://openalex.org/A5058414644,https://api.openalex.org/works?filter=author.id:A5058414644
Manita Pote,18.0,2.0,6.0,US,https://openalex.org/A5015734898,https://api.openalex.org/works?filter=author.id:A5015734898
Dmitry Kachaev,97.0,1.0,1.0,US,https://openalex.org/A5001423147,https://api.openalex.org/works?filter=author.id:A5001423147
Victor Chernozhukov,24810.0,77.0,608.0,US,https://openalex.org/A5068383641,https://api.openalex.org/works?filter=author.id:A5068383641
David A. Miller,9638.0,54.0,374.0,US,https://openalex.org/A5091146010,https://api.openalex.org/works?filter=author.id:A5091146010
Paul A. Pavlou,32243.0,63.0,304.0,US,https://openalex.org/A5008496192,https://api.openalex.org/works?filter=author.id:A5008496192
David P. Kennedy,6044.0,40.0,299.0,US,https://openalex.org/A5059170406,https://api.openalex.org/works?filter=author.id:A5059170406
Jan Fichtner,3157.0,29.0,191.0,DE,https://openalex.org/A5089137149,https://api.openalex.org/works?filter=author.id:A5089137149
Jari Saramäki,13639.0,47.0,190.0,FI,https://openalex.org/A5082358191,https://api.openalex.org/works?filter=author.id:A5082358191
David Webber,2554.0,28.0,171.0,US,https://openalex.org/A5103084598,https://api.openalex.org/works?filter=author.id:A5103084598
Alexandre Mas,7182.0,37.0,155.0,US,https://openalex.org/A5041414868,https://api.openalex.org/works?filter=author.id:A5041414868
Yingcheng Li,1959.0,26.0,150.0,CN,https://openalex.org/A5046771809,https://api.openalex.org/works?filter=author.id:A5046771809
Cliff Lampe,23163.0,48.0,147.0,US,https://openalex.org/A5011449176,https://api.openalex.org/works?filter=author.id:A5011449176
Dimitris Xygalatas,5129.0,35.0,136.0,US,https://openalex.org/A5016308056,https://api.openalex.org/works?filter=author.id:A5016308056
Eun Bo Shim,1590.0,19.0,119.0,US,https://openalex.org/A5102957571,https://api.openalex.org/works?filter=author.id:A5102957571
Idan Szpektor,2298.0,27.0,111.0,US,https://openalex.org/A5026091724,https://api.openalex.org/works?filter=author.id:A5026091724
Brian F. Tivnan,1211.0,12.0,64.0,US,https://openalex.org/A5050883332,https://api.openalex.org/works?filter=author.id:A5050883332
Noah Eisenkraft,1031.0,14.0,44.0,US,https://openalex.org/A5075539945,https://api.openalex.org/works?filter=author.id:A5075539945
Kelvin Guu,3462.0,24.0,43.0,US,https://openalex.org/A5076669462,https://api.openalex.org/works?filter=author.id:A5076669462
Dario Baretta,404.0,12.0,40.0,CH,https://openalex.org/A5062634559,https://api.openalex.org/works?filter=author.id:A5062634559
Mario Frank,1921.0,16.0,40.0,DE,https://openalex.org/A5074477294,https://api.openalex.org/works?filter=author.id:A5074477294
Jorge C. Leitão,190.0,5.0,14.0,DE,https://openalex.org/A5028293181,https://api.openalex.org/works?filter=author.id:A5028293181
Ling Ge,88.0,3.0,11.0,CN,https://openalex.org/A5108954761,https://api.openalex.org/works?filter=author.id:A5108954761
Hanna Hillman,259.0,7.0,9.0,US,https://openalex.org/A5020024319,https://api.openalex.org/works?filter=author.id:A5020024319
Graham Tierney,31.0,3.0,8.0,US,https://openalex.org/A5089434641,https://api.openalex.org/works?filter=author.id:A5089434641
Marcus Rothschild,528.0,6.0,8.0,DE,https://openalex.org/A5108295946,https://api.openalex.org/works?filter=author.id:A5108295946
Lacey L. Westphal,75.0,3.0,5.0,US,https://openalex.org/A5034248060,https://api.openalex.org/works?filter=author.id:A5034248060
Darvany C. Deal,175.0,1.0,1.0,,https://openalex.org/A5001268813,https://api.openalex.org/works?filter=author.id:A5001268813
Norman Fenton,17041.0,57.0,381.0,GB,https://openalex.org/A5069178881,https://api.openalex.org/works?filter=author.id:A5069178881
James H. Fowler,41932.0,84.0,374.0,US,https://openalex.org/A5082330712,https://api.openalex.org/works?filter=author.id:A5082330712
Dan Zhang,6781.0,44.0,363.0,CN,https://openalex.org/A5100456060,https://api.openalex.org/works?filter=author.id:A5100456060
John Patrick,6041.0,42.0,302.0,CA,https://openalex.org/A5113457403,https://api.openalex.org/works?filter=author.id:A5113457403
Animashree Anandkumar,7557.0,44.0,261.0,US,https://openalex.org/A5023215207,https://api.openalex.org/works?filter=author.id:A5023215207
Wei Fan,8880.0,46.0,238.0,CN,https://openalex.org/A5100380588,https://api.openalex.org/works?filter=author.id:A5100380588
Elisabeth Gidengil,4975.0,39.0,224.0,CA,https://openalex.org/A5039738213,https://api.openalex.org/works?filter=author.id:A5039738213
Francesco Aletta,4345.0,36.0,219.0,GB,https://openalex.org/A5000209112,https://api.openalex.org/works?filter=author.id:A5000209112
Caitlin Notley,3453.0,27.0,194.0,GB,https://openalex.org/A5052648442,https://api.openalex.org/works?filter=author.id:A5052648442
Hang-Hyun Jo,1932.0,22.0,130.0,KR,https://openalex.org/A5017222566,https://api.openalex.org/works?filter=author.id:A5017222566
Mark R. Lepper,30310.0,56.0,127.0,US,https://openalex.org/A5109524574,https://api.openalex.org/works?filter=author.id:A5109524574
Peter Søgaard Jørgensen,3534.0,25.0,102.0,SE,https://openalex.org/A5066717163,https://api.openalex.org/works?filter=author.id:A5066717163
Panagiotis Metaxas,2384.0,22.0,94.0,US,https://openalex.org/A5001125856,https://api.openalex.org/works?filter=author.id:A5001125856
Guy J. Golan,3769.0,32.0,81.0,US,https://openalex.org/A5045317354,https://api.openalex.org/works?filter=author.id:A5045317354
Ethan Bernstein,4005.0,16.0,74.0,US,https://openalex.org/A5030500389,https://api.openalex.org/works?filter=author.id:A5030500389
Song Yao,1436.0,18.0,72.0,US,https://openalex.org/A5003350728,https://api.openalex.org/works?filter=author.id:A5003350728
Shuai Yang,2077.0,22.0,53.0,CN,https://openalex.org/A5004562667,https://api.openalex.org/works?filter=author.id:A5004562667
Joseph Tao‐yi Wang,2296.0,15.0,50.0,TW,https://openalex.org/A5084711329,https://api.openalex.org/works?filter=author.id:A5084711329
Siyi Guo,79.0,5.0,34.0,US,https://openalex.org/A5102971757,https://api.openalex.org/works?filter=author.id:A5102971757
Laura Smillie,754.0,11.0,26.0,BE,https://openalex.org/A5039242914,https://api.openalex.org/works?filter=author.id:A5039242914
Laura Antanas,181.0,8.0,21.0,BE,https://openalex.org/A5021774465,https://api.openalex.org/works?filter=author.id:A5021774465
Riana Minocher,117.0,7.0,16.0,DE,https://openalex.org/A5087507901,https://api.openalex.org/works?filter=author.id:A5087507901
Alan Yuille,102373.0,132.0,1253.0,US,https://openalex.org/A5086706224,https://api.openalex.org/works?filter=author.id:A5086706224
Jinhu Lü,31574.0,83.0,724.0,CN,https://openalex.org/A5027725400,https://api.openalex.org/works?filter=author.id:A5027725400
Daiki Miyagawa,61.0,4.0,14.0,JP,https://openalex.org/A5076887081,https://api.openalex.org/works?filter=author.id:A5076887081
Jianliang Xu,8584.0,52.0,522.0,CN,https://openalex.org/A5008564713,https://api.openalex.org/works?filter=author.id:A5008564713
Diana P. Garnica,598.0,7.0,11.0,AU,https://openalex.org/A5067470058,https://api.openalex.org/works?filter=author.id:A5067470058
Danwei Wang,10293.0,52.0,430.0,SG,https://openalex.org/A5083472752,https://api.openalex.org/works?filter=author.id:A5083472752
Rasmus Benestad,10713.0,45.0,311.0,NO,https://openalex.org/A5055363599,https://api.openalex.org/works?filter=author.id:A5055363599
Masha Krupenkin,559.0,6.0,9.0,US,https://openalex.org/A5102841535,https://api.openalex.org/works?filter=author.id:A5102841535
Lisa Feldman Barrett,62085.0,115.0,529.0,US,https://openalex.org/A5061385021,https://api.openalex.org/works?filter=author.id:A5061385021
Danielle Navarro,5117.0,36.0,283.0,AU,https://openalex.org/A5045288622,https://api.openalex.org/works?filter=author.id:A5045288622
Ming Zhu,1672.0,19.0,215.0,CN,https://openalex.org/A5027268630,https://api.openalex.org/works?filter=author.id:A5027268630
John M. Henderson,21459.0,75.0,480.0,US,https://openalex.org/A5025615173,https://api.openalex.org/works?filter=author.id:A5025615173
Katharina J. Rohlfing,3471.0,34.0,203.0,DE,https://openalex.org/A5024731704,https://api.openalex.org/works?filter=author.id:A5024731704
Chris Reed,6823.0,40.0,327.0,GB,https://openalex.org/A5073692224,https://api.openalex.org/works?filter=author.id:A5073692224
Thomas McAndrew,4607.0,36.0,176.0,US,https://openalex.org/A5075017836,https://api.openalex.org/works?filter=author.id:A5075017836
Chen Zhao,8664.0,45.0,347.0,CN,https://openalex.org/A5100750956,https://api.openalex.org/works?filter=author.id:A5100750956
Yindalon Aphinyanaphongs,3170.0,24.0,154.0,US,https://openalex.org/A5087660055,https://api.openalex.org/works?filter=author.id:A5087660055
Hiroshi Kinoshita,4999.0,40.0,220.0,JP,https://openalex.org/A5101483872,https://api.openalex.org/works?filter=author.id:A5101483872
Jing Zhao,2118.0,25.0,205.0,CN,https://openalex.org/A5101842417,https://api.openalex.org/works?filter=author.id:A5101842417
Erik Snowberg,3801.0,28.0,141.0,US,https://openalex.org/A5073019130,https://api.openalex.org/works?filter=author.id:A5073019130
Noah Snavely,27656.0,67.0,253.0,US,https://openalex.org/A5085248097,https://api.openalex.org/works?filter=author.id:A5085248097
J.G. Ferreira,6935.0,43.0,159.0,PT,https://openalex.org/A5082007001,https://api.openalex.org/works?filter=author.id:A5082007001
Kirk Dombrowski,1394.0,21.0,126.0,US,https://openalex.org/A5076057397,https://api.openalex.org/works?filter=author.id:A5076057397
Robyn Langdon,11148.0,45.0,212.0,AU,https://openalex.org/A5024711241,https://api.openalex.org/works?filter=author.id:A5024711241
Serguei Saavedra,3749.0,31.0,122.0,US,https://openalex.org/A5033643258,https://api.openalex.org/works?filter=author.id:A5033643258
Ting Wang,991.0,17.0,78.0,CN,https://openalex.org/A5100427955,https://api.openalex.org/works?filter=author.id:A5100427955
Glorian Sorensen,3730.0,34.0,121.0,US,https://openalex.org/A5108415496,https://api.openalex.org/works?filter=author.id:A5108415496
Kurt G. Eyink,1262.0,17.0,144.0,US,https://openalex.org/A5067599189,https://api.openalex.org/works?filter=author.id:A5067599189
Mike Schneider,924.0,14.0,65.0,DE,https://openalex.org/A5059591171,https://api.openalex.org/works?filter=author.id:A5059591171
Alin Dobra,3087.0,22.0,78.0,US,https://openalex.org/A5008335723,https://api.openalex.org/works?filter=author.id:A5008335723
Alexandra Collins,2604.0,15.0,60.0,GB,https://openalex.org/A5083597638,https://api.openalex.org/works?filter=author.id:A5083597638
Weichen Wang,2271.0,21.0,59.0,CN,https://openalex.org/A5100685799,https://api.openalex.org/works?filter=author.id:A5100685799
Ayanna K. Thomas,1771.0,21.0,120.0,US,https://openalex.org/A5011899252,https://api.openalex.org/works?filter=author.id:A5011899252
Fareed Zaffar,607.0,15.0,64.0,PK,https://openalex.org/A5011363617,https://api.openalex.org/works?filter=author.id:A5011363617
Alexander Tschantz,851.0,15.0,53.0,GB,https://openalex.org/A5027042078,https://api.openalex.org/works?filter=author.id:A5027042078
Thabo J. van Woudenberg,496.0,12.0,48.0,NL,https://openalex.org/A5004164861,https://api.openalex.org/works?filter=author.id:A5004164861
Peggy Agouris,2359.0,25.0,99.0,US,https://openalex.org/A5052809986,https://api.openalex.org/works?filter=author.id:A5052809986
Marina B. Brandão,1362.0,19.0,59.0,BR,https://openalex.org/A5000012096,https://api.openalex.org/works?filter=author.id:A5000012096
Shirley Wu,1287.0,17.0,47.0,US,https://openalex.org/A5101786641,https://api.openalex.org/works?filter=author.id:A5101786641
Anna Sapienza,470.0,13.0,41.0,US,https://openalex.org/A5091783761,https://api.openalex.org/works?filter=author.id:A5091783761
Dawn Liu Holford,574.0,11.0,76.0,GB,https://openalex.org/A5083939962,https://api.openalex.org/works?filter=author.id:A5083939962
Amela Sadagić,757.0,10.0,46.0,US,https://openalex.org/A5050086811,https://api.openalex.org/works?filter=author.id:A5050086811
Caren A. Frosch,382.0,11.0,34.0,GB,https://openalex.org/A5004701096,https://api.openalex.org/works?filter=author.id:A5004701096
Jingyi Sun,327.0,11.0,74.0,CN,https://openalex.org/A5048158777,https://api.openalex.org/works?filter=author.id:A5048158777
Yu Wang,348.0,11.0,46.0,CN,https://openalex.org/A5071054399,https://api.openalex.org/works?filter=author.id:A5071054399
Winnie Chang,101.0,5.0,9.0,US,https://openalex.org/A5060309283,https://api.openalex.org/works?filter=author.id:A5060309283
Nanthia Suthana,4237.0,33.0,68.0,US,https://openalex.org/A5085344934,https://api.openalex.org/works?filter=author.id:A5085344934
Mitchell Stern,2852.0,20.0,43.0,US,https://openalex.org/A5113970167,https://api.openalex.org/works?filter=author.id:A5113970167
Germans Savcisens,34.0,2.0,9.0,US,https://openalex.org/A5073159336,https://api.openalex.org/works?filter=author.id:A5073159336
Yen‐Yu Chang,269.0,8.0,23.0,JP,https://openalex.org/A5103949075,https://api.openalex.org/works?filter=author.id:A5103949075
Jon F. Wilkins,3023.0,25.0,58.0,US,https://openalex.org/A5040634818,https://api.openalex.org/works?filter=author.id:A5040634818
Emily M. Cody,292.0,3.0,6.0,US,https://openalex.org/A5010862346,https://api.openalex.org/works?filter=author.id:A5010862346
Muhammad Haris Mughees,145.0,6.0,19.0,US,https://openalex.org/A5009623323,https://api.openalex.org/works?filter=author.id:A5009623323
Tri-Dung Nguyen,470.0,13.0,54.0,GB,https://openalex.org/A5082841553,https://api.openalex.org/works?filter=author.id:A5082841553
Konark Yadav,91.0,3.0,6.0,IN,https://openalex.org/A5031555117,https://api.openalex.org/works?filter=author.id:A5031555117
Jennifer Webster,250.0,8.0,17.0,GB,https://openalex.org/A5019621837,https://api.openalex.org/works?filter=author.id:A5019621837
Matthew W. Lowder,1010.0,16.0,47.0,US,https://openalex.org/A5056783610,https://api.openalex.org/works?filter=author.id:A5056783610
Eduard Pogorskiy,45.0,5.0,6.0,GB,https://openalex.org/A5071155362,https://api.openalex.org/works?filter=author.id:A5071155362
Anuj Jain,65.0,4.0,11.0,IN,https://openalex.org/A5101811234,https://api.openalex.org/works?filter=author.id:A5101811234
Samuel Kolb,158.0,7.0,26.0,BE,https://openalex.org/A5040103350,https://api.openalex.org/works?filter=author.id:A5040103350
Victoria T. D'Urso,233.0,4.0,5.0,US,https://openalex.org/A5074217949,https://api.openalex.org/works?filter=author.id:A5074217949
MeiXing Dong,17.0,2.0,8.0,US,https://openalex.org/A5029395763,https://api.openalex.org/works?filter=author.id:A5029395763
Aleksandar Matic,605.0,12.0,25.0,ES,https://openalex.org/A5101490457,https://api.openalex.org/works?filter=author.id:A5101490457
M P Crepeau,105.0,4.0,4.0,CA,https://openalex.org/A5002420393,https://api.openalex.org/works?filter=author.id:A5002420393
Haritha Thilakarathne,73.0,3.0,6.0,AU,https://openalex.org/A5079553919,https://api.openalex.org/works?filter=author.id:A5079553919
Annie Y. Chen,484.0,13.0,24.0,US,https://openalex.org/A5022597090,https://api.openalex.org/works?filter=author.id:A5022597090
Christian Koß,30.0,2.0,5.0,DE,https://openalex.org/A5082538744,https://api.openalex.org/works?filter=author.id:A5082538744
Myung-kyu Choi,76.0,2.0,2.0,KR,https://openalex.org/A5113556639,https://api.openalex.org/works?filter=author.id:A5113556639
Bojana Bajželj,1685.0,12.0,22.0,SE,https://openalex.org/A5079366194,https://api.openalex.org/works?filter=author.id:A5079366194
Matthew Lamm,507.0,11.0,21.0,US,https://openalex.org/A5005471354,https://api.openalex.org/works?filter=author.id:A5005471354
Matthew Chadwick,290.0,4.0,16.0,US,https://openalex.org/A5103295738,https://api.openalex.org/works?filter=author.id:A5103295738
Syed Shoaib Ali,341.0,5.0,7.0,IN,https://openalex.org/A5063565264,https://api.openalex.org/works?filter=author.id:A5063565264
Bernhard Schlkopf,4866.0,4.0,6.0,DE,https://openalex.org/A5088032791,https://api.openalex.org/works?filter=author.id:A5088032791
Shao Ling,15.0,1.0,4.0,GB,https://openalex.org/A5006783144,https://api.openalex.org/works?filter=author.id:A5006783144
Zhengxuan Wu,98.0,3.0,4.0,US,https://openalex.org/A5073901457,https://api.openalex.org/works?filter=author.id:A5073901457
Aabir Abubaker Kar,22.0,2.0,4.0,US,https://openalex.org/A5083512259,https://api.openalex.org/works?filter=author.id:A5083512259
Jason Chao,40.0,3.0,3.0,US,https://openalex.org/A5103128968,https://api.openalex.org/works?filter=author.id:A5103128968
Amr El Abaddi,13.0,1.0,2.0,US,https://openalex.org/A5030700728,https://api.openalex.org/works?filter=author.id:A5030700728
Nitish V. Thakor,31735.0,91.0,1211.0,US,https://openalex.org/A5088964967,https://api.openalex.org/works?filter=author.id:A5088964967
Hitoshi Tamiaki,12816.0,54.0,680.0,JP,https://openalex.org/A5028335770,https://api.openalex.org/works?filter=author.id:A5028335770
Pushmeet Kohli,84538.0,101.0,473.0,GB,https://openalex.org/A5013834379,https://api.openalex.org/works?filter=author.id:A5013834379
