display_name,cited_by_count,h_index,works_count,country_code,id,works_api_url
Albert-László Barabási,706.0,3.0,6.0,US,https://openalex.org/A5108262995,https://api.openalex.org/works?filter=author.id:A5108262995
Sou Hyun Jang,364.0,11.0,69.0,KR,https://openalex.org/A5002073039,https://api.openalex.org/works?filter=author.id:A5002073039
Mailun Zhang,1.0,1.0,2.0,US,https://openalex.org/A5113036723,https://api.openalex.org/works?filter=author.id:A5113036723
Rodrigo Plaza,3.0,1.0,5.0,ES,https://openalex.org/A5113099980,https://api.openalex.org/works?filter=author.id:A5113099980
Daniel Putman,361.0,10.0,42.0,US,https://openalex.org/A5040651832,https://api.openalex.org/works?filter=author.id:A5040651832
Zhehan Zhang,437.0,12.0,42.0,CN,https://openalex.org/A5042989803,https://api.openalex.org/works?filter=author.id:A5042989803
Byunghwee Lee,69.0,4.0,14.0,KR,https://openalex.org/A5039707142,https://api.openalex.org/works?filter=author.id:A5039707142
Anna‐Carolina Haensch,70.0,4.0,29.0,DE,https://openalex.org/A5037838698,https://api.openalex.org/works?filter=author.id:A5037838698
Liam Dugan,484.0,6.0,30.0,US,https://openalex.org/A5059969678,https://api.openalex.org/works?filter=author.id:A5059969678
Niek C. de Schipper,63.0,5.0,11.0,NL,https://openalex.org/A5037923102,https://api.openalex.org/works?filter=author.id:A5037923102
Ji Sung Yoon,1404.0,21.0,116.0,KR,https://openalex.org/A5091604689,https://api.openalex.org/works?filter=author.id:A5091604689
Robin Dunbar,200.0,4.0,8.0,,https://openalex.org/A5112025912,https://api.openalex.org/works?filter=author.id:A5112025912
John Bryden,1604.0,18.0,164.0,NO,https://openalex.org/A5085714892,https://api.openalex.org/works?filter=author.id:A5085714892
Haruhiko Tashiro,150.0,6.0,16.0,JP,https://openalex.org/A5012739163,https://api.openalex.org/works?filter=author.id:A5012739163
Anders Giovanni Møller,42.0,2.0,6.0,DK,https://openalex.org/A5020418858,https://api.openalex.org/works?filter=author.id:A5020418858
Hause Lin,1480.0,16.0,74.0,CA,https://openalex.org/A5022754313,https://api.openalex.org/works?filter=author.id:A5022754313
Jason Yan,275.0,8.0,49.0,US,https://openalex.org/A5072306738,https://api.openalex.org/works?filter=author.id:A5072306738
Júlia Koltai,432.0,11.0,60.0,HU,https://openalex.org/A5084303908,https://api.openalex.org/works?filter=author.id:A5084303908
Zsófia Rakovics,7.0,2.0,6.0,HU,https://openalex.org/A5090107603,https://api.openalex.org/works?filter=author.id:A5090107603
Patrick Park,224.0,8.0,41.0,CA,https://openalex.org/A5034327826,https://api.openalex.org/works?filter=author.id:A5034327826
Luhang Sun,104.0,4.0,10.0,US,https://openalex.org/A5012591331,https://api.openalex.org/works?filter=author.id:A5012591331
Andrés Gvirtz,151.0,3.0,17.0,GB,https://openalex.org/A5108018053,https://api.openalex.org/works?filter=author.id:A5108018053
Kerri Milita,231.0,6.0,40.0,US,https://openalex.org/A5057862739,https://api.openalex.org/works?filter=author.id:A5057862739
Ryan Whalen,266.0,9.0,57.0,HK,https://openalex.org/A5044470378,https://api.openalex.org/works?filter=author.id:A5044470378
Shagun Jhaver,1502.0,15.0,41.0,US,https://openalex.org/A5030047353,https://api.openalex.org/works?filter=author.id:A5030047353
Katie Spoon,74.0,2.0,9.0,US,https://openalex.org/A5092002730,https://api.openalex.org/works?filter=author.id:A5092002730
Jonathan Nagler,10519.0,44.0,354.0,US,https://openalex.org/A5032538899,https://api.openalex.org/works?filter=author.id:A5032538899
Rachel Kornfield,2185.0,26.0,92.0,US,https://openalex.org/A5060905224,https://api.openalex.org/works?filter=author.id:A5060905224
Ali Hürriyetoğlu,556.0,12.0,72.0,TR,https://openalex.org/A5041253633,https://api.openalex.org/works?filter=author.id:A5041253633
Eugene Jang,723.0,17.0,46.0,US,https://openalex.org/A5041494411,https://api.openalex.org/works?filter=author.id:A5041494411
Louis M. Chu,1472.0,25.0,102.0,US,https://openalex.org/A5091158444,https://api.openalex.org/works?filter=author.id:A5091158444
William Hogan,2.0,1.0,9.0,,https://openalex.org/A5108361304,https://api.openalex.org/works?filter=author.id:A5108361304
Riley Tucker,814.0,15.0,109.0,US,https://openalex.org/A5084047654,https://api.openalex.org/works?filter=author.id:A5084047654
Krisztián Boros,3.0,1.0,7.0,HU,https://openalex.org/A5010530596,https://api.openalex.org/works?filter=author.id:A5010530596
Takahiro Yabe,1385.0,19.0,91.0,US,https://openalex.org/A5075756309,https://api.openalex.org/works?filter=author.id:A5075756309
Julia Mendelsohn,314.0,9.0,22.0,US,https://openalex.org/A5038833789,https://api.openalex.org/works?filter=author.id:A5038833789
Katarzyna Musial-Gabrys,178.0,6.0,27.0,GB,https://openalex.org/A5024552529,https://api.openalex.org/works?filter=author.id:A5024552529
Badr AlKhamissi,589.0,7.0,35.0,CH,https://openalex.org/A5112838150,https://api.openalex.org/works?filter=author.id:A5112838150
Joshua Introne,471.0,13.0,32.0,US,https://openalex.org/A5050709026,https://api.openalex.org/works?filter=author.id:A5050709026
Zituo Wang,133.0,4.0,7.0,US,https://openalex.org/A5026128402,https://api.openalex.org/works?filter=author.id:A5026128402
Dong-Hyeon Seo,68.0,4.0,11.0,KR,https://openalex.org/A5010846099,https://api.openalex.org/works?filter=author.id:A5010846099
Vikram Balasubramanian,40.0,2.0,3.0,US,https://openalex.org/A5077466034,https://api.openalex.org/works?filter=author.id:A5077466034
Ryan McGrady,74.0,5.0,12.0,US,https://openalex.org/A5065387784,https://api.openalex.org/works?filter=author.id:A5065387784
Julia Kim,2598.0,22.0,147.0,US,https://openalex.org/A5101854616,https://api.openalex.org/works?filter=author.id:A5101854616
Ken J. Nixon,356.0,11.0,82.0,ZA,https://openalex.org/A5002746694,https://api.openalex.org/works?filter=author.id:A5002746694
Chris Chao Su,240.0,7.0,25.0,US,https://openalex.org/A5063766667,https://api.openalex.org/works?filter=author.id:A5063766667
Mila Oiva,78.0,5.0,41.0,EE,https://openalex.org/A5012681383,https://api.openalex.org/works?filter=author.id:A5012681383
Leah von der Heyde,4.0,2.0,4.0,DE,https://openalex.org/A5093405128,https://api.openalex.org/works?filter=author.id:A5093405128
Kristina Lerman,15889.0,58.0,1941.0,US,https://openalex.org/A5049634383,https://api.openalex.org/works?filter=author.id:A5049634383
Carl Colglazier,4.0,1.0,4.0,US,https://openalex.org/A5091610280,https://api.openalex.org/works?filter=author.id:A5091610280
Vinícius Andrade Brei,605.0,14.0,63.0,BR,https://openalex.org/A5044191812,https://api.openalex.org/works?filter=author.id:A5044191812
Lucia Zheng,1643.0,6.0,9.0,US,https://openalex.org/A5052391231,https://api.openalex.org/works?filter=author.id:A5052391231
Amit Goldenberg,2282.0,26.0,131.0,US,https://openalex.org/A5025218700,https://api.openalex.org/works?filter=author.id:A5025218700
Jeremiah Osborne‐Gowey,122.0,5.0,25.0,US,https://openalex.org/A5078686603,https://api.openalex.org/works?filter=author.id:A5078686603
Giulia Cencetti,1844.0,13.0,53.0,IT,https://openalex.org/A5058033787,https://api.openalex.org/works?filter=author.id:A5058033787
Dorottya Kisfalusi,199.0,9.0,35.0,SE,https://openalex.org/A5091314544,https://api.openalex.org/works?filter=author.id:A5091314544
Luca Rossi,7468.0,28.0,221.0,IT,https://openalex.org/A5016589479,https://api.openalex.org/works?filter=author.id:A5016589479
James Evans,14535.0,59.0,627.0,US,https://openalex.org/A5071261828,https://api.openalex.org/works?filter=author.id:A5071261828
James W. Crissman,863.0,13.0,26.0,JP,https://openalex.org/A5041299495,https://api.openalex.org/works?filter=author.id:A5041299495
Laura E. Nelson,1992.0,12.0,19.0,US,https://openalex.org/A5111667138,https://api.openalex.org/works?filter=author.id:A5111667138
Dean Eckles,4707.0,34.0,125.0,US,https://openalex.org/A5080265907,https://api.openalex.org/works?filter=author.id:A5080265907
Giovanni Petri,5206.0,30.0,133.0,MX,https://openalex.org/A5063367289,https://api.openalex.org/works?filter=author.id:A5063367289
Angelita Repetto,3.0,1.0,4.0,US,https://openalex.org/A5064591138,https://api.openalex.org/works?filter=author.id:A5064591138
Dongyeop Kang,1138.0,17.0,157.0,US,https://openalex.org/A5040821714,https://api.openalex.org/works?filter=author.id:A5040821714
Taegyoon Kim,43.0,2.0,4.0,KR,https://openalex.org/A5087900468,https://api.openalex.org/works?filter=author.id:A5087900468
Tzu‐Kun Hsiao,115.0,6.0,14.0,US,https://openalex.org/A5057976295,https://api.openalex.org/works?filter=author.id:A5057976295
Nathan Bartley,654.0,6.0,15.0,US,https://openalex.org/A5066288697,https://api.openalex.org/works?filter=author.id:A5066288697
Patrick Gildersleve,62.0,5.0,12.0,GB,https://openalex.org/A5070221432,https://api.openalex.org/works?filter=author.id:A5070221432
Tong Lin,19912.0,76.0,332.0,CN,https://openalex.org/A5004836032,https://api.openalex.org/works?filter=author.id:A5004836032
Shuyan Zhan,13.0,1.0,3.0,,https://openalex.org/A5102624520,https://api.openalex.org/works?filter=author.id:A5102624520
Bojan Simoski,58.0,4.0,14.0,NL,https://openalex.org/A5046226201,https://api.openalex.org/works?filter=author.id:A5046226201
Kevin Munger,1662.0,19.0,212.0,IT,https://openalex.org/A5015770363,https://api.openalex.org/works?filter=author.id:A5015770363
Zening Duan,142.0,5.0,8.0,US,https://openalex.org/A5066924384,https://api.openalex.org/works?filter=author.id:A5066924384
Emily Tran,3.0,1.0,9.0,US,https://openalex.org/A5049417901,https://api.openalex.org/works?filter=author.id:A5049417901
Jiayi Zhu,2980.0,28.0,138.0,CN,https://openalex.org/A5101776956,https://api.openalex.org/works?filter=author.id:A5101776956
Maxime Derex,1442.0,15.0,41.0,FR,https://openalex.org/A5016014168,https://api.openalex.org/works?filter=author.id:A5016014168
Hsuan‐Wei Lee,6674.0,14.0,64.0,US,https://openalex.org/A5065210070,https://api.openalex.org/works?filter=author.id:A5065210070
Neil Sehgal,936.0,13.0,34.0,US,https://openalex.org/A5038367813,https://api.openalex.org/works?filter=author.id:A5038367813
Esteban Moro,6726.0,37.0,175.0,US,https://openalex.org/A5088539840,https://api.openalex.org/works?filter=author.id:A5088539840
Chung‐hong Chan,1645.0,19.0,100.0,DE,https://openalex.org/A5049119318,https://api.openalex.org/works?filter=author.id:A5049119318
Tiziano Piccardi,1271.0,8.0,56.0,US,https://openalex.org/A5071586190,https://api.openalex.org/works?filter=author.id:A5071586190
Yukihisa Fujita,858.0,18.0,70.0,JP,https://openalex.org/A5043268072,https://api.openalex.org/works?filter=author.id:A5043268072
A. Marthe Möller,320.0,6.0,13.0,NL,https://openalex.org/A5082130337,https://api.openalex.org/works?filter=author.id:A5082130337
Laura Boeschoten,338.0,8.0,44.0,NL,https://openalex.org/A5021589283,https://api.openalex.org/works?filter=author.id:A5021589283
Do Won Kim,3851.0,25.0,226.0,KR,https://openalex.org/A5003636926,https://api.openalex.org/works?filter=author.id:A5003636926
Simon A. Levin,99242.0,140.0,992.0,US,https://openalex.org/A5077712228,https://api.openalex.org/works?filter=author.id:A5077712228
Lucas Gautheron,49.0,4.0,14.0,DE,https://openalex.org/A5061836283,https://api.openalex.org/works?filter=author.id:A5061836283
Kehang Zhu,201.0,3.0,9.0,US,https://openalex.org/A5020614234,https://api.openalex.org/works?filter=author.id:A5020614234
Derek Ouyang,195.0,6.0,32.0,US,https://openalex.org/A5008551833,https://api.openalex.org/works?filter=author.id:A5008551833
Francesco Pierri,2310.0,18.0,351.0,IT,https://openalex.org/A5013385420,https://api.openalex.org/works?filter=author.id:A5013385420
Kenneth Joseph,3691.0,23.0,146.0,US,https://openalex.org/A5032694172,https://api.openalex.org/works?filter=author.id:A5032694172
María C. Ramos,775.0,13.0,55.0,ES,https://openalex.org/A5057107455,https://api.openalex.org/works?filter=author.id:A5057107455
Dora Zhao,143.0,5.0,15.0,US,https://openalex.org/A5071615041,https://api.openalex.org/works?filter=author.id:A5071615041
Qingxing Dong,584.0,10.0,19.0,CN,https://openalex.org/A5053550738,https://api.openalex.org/works?filter=author.id:A5053550738
Michael S. Bernstein,59932.0,64.0,279.0,US,https://openalex.org/A5076189854,https://api.openalex.org/works?filter=author.id:A5076189854
Ákos Huszár,124.0,5.0,31.0,HU,https://openalex.org/A5054348632,https://api.openalex.org/works?filter=author.id:A5054348632
Thomas H. Li,1792.0,15.0,57.0,CN,https://openalex.org/A5103873055,https://api.openalex.org/works?filter=author.id:A5103873055
Wing-Yue Geoffrey Louie,562.0,12.0,42.0,US,https://openalex.org/A5088460626,https://api.openalex.org/works?filter=author.id:A5088460626
Alex Rutherford,625.0,13.0,53.0,DE,https://openalex.org/A5029104172,https://api.openalex.org/works?filter=author.id:A5029104172
Joanna Strycharz,712.0,14.0,49.0,NL,https://openalex.org/A5000725697,https://api.openalex.org/works?filter=author.id:A5000725697
Kiho Park,2034.0,23.0,104.0,KR,https://openalex.org/A5100725709,https://api.openalex.org/works?filter=author.id:A5100725709
Zoltán Kmetty,289.0,8.0,82.0,HU,https://openalex.org/A5015694492,https://api.openalex.org/works?filter=author.id:A5015694492
Yphtach Lelkes,8529.0,31.0,179.0,US,https://openalex.org/A5037708423,https://api.openalex.org/works?filter=author.id:A5037708423
Haoning Xue,64.0,4.0,15.0,US,https://openalex.org/A5012164081,https://api.openalex.org/works?filter=author.id:A5012164081
Noshir Contractor,13251.0,48.0,350.0,CA,https://openalex.org/A5075283583,https://api.openalex.org/works?filter=author.id:A5075283583
Subhayan Mukerjee,298.0,8.0,29.0,SG,https://openalex.org/A5067134501,https://api.openalex.org/works?filter=author.id:A5067134501
Michal Monselise,130.0,5.0,14.0,US,https://openalex.org/A5021327158,https://api.openalex.org/works?filter=author.id:A5021327158
Madison Coots,35.0,3.0,10.0,US,https://openalex.org/A5068825751,https://api.openalex.org/works?filter=author.id:A5068825751
Firman M. Firmansyah,107.0,6.0,20.0,US,https://openalex.org/A5067333764,https://api.openalex.org/works?filter=author.id:A5067333764
Roman Kyrychenko,10.0,2.0,4.0,FI,https://openalex.org/A5007612664,https://api.openalex.org/works?filter=author.id:A5007612664
Yilang Peng,493.0,11.0,34.0,US,https://openalex.org/A5112752610,https://api.openalex.org/works?filter=author.id:A5112752610
Allison Koenecke,773.0,8.0,39.0,US,https://openalex.org/A5087471530,https://api.openalex.org/works?filter=author.id:A5087471530
Jericho McLeod,1.0,1.0,1.0,US,https://openalex.org/A5036505053,https://api.openalex.org/works?filter=author.id:A5036505053
Yuxin Liu,8810.0,30.0,80.0,SG,https://openalex.org/A5100385834,https://api.openalex.org/works?filter=author.id:A5100385834
Julian Nyarko,1663.0,9.0,48.0,US,https://openalex.org/A5017688180,https://api.openalex.org/works?filter=author.id:A5017688180
Masahiro Kazama,510.0,11.0,45.0,US,https://openalex.org/A5015670174,https://api.openalex.org/works?filter=author.id:A5015670174
Luca Verginer,340.0,7.0,39.0,CH,https://openalex.org/A5075527094,https://api.openalex.org/works?filter=author.id:A5075527094
Kevin Zheng,370.0,4.0,15.0,US,https://openalex.org/A5024118109,https://api.openalex.org/works?filter=author.id:A5024118109
Cameron Lai,11.0,1.0,5.0,JP,https://openalex.org/A5019218689,https://api.openalex.org/works?filter=author.id:A5019218689
Lanu Kim,155.0,6.0,21.0,KR,https://openalex.org/A5018964666,https://api.openalex.org/works?filter=author.id:A5018964666
Ziv Epstein,2088.0,18.0,64.0,US,https://openalex.org/A5076651767,https://api.openalex.org/works?filter=author.id:A5076651767
Pamela Osseyi,1.0,1.0,1.0,,https://openalex.org/A5099282549,https://api.openalex.org/works?filter=author.id:A5099282549
Yasir Zaki,1309.0,16.0,122.0,AE,https://openalex.org/A5018129441,https://api.openalex.org/works?filter=author.id:A5018129441
Kathryn Stanton,18.0,2.0,10.0,US,https://openalex.org/A5017229269,https://api.openalex.org/works?filter=author.id:A5017229269
James Alex Bonus,380.0,12.0,37.0,US,https://openalex.org/A5022229311,https://api.openalex.org/works?filter=author.id:A5022229311
Sebastiano Bontorin,40.0,3.0,11.0,IT,https://openalex.org/A5067206551,https://api.openalex.org/works?filter=author.id:A5067206551
Antoine Vendeville,35.0,4.0,16.0,GB,https://openalex.org/A5015651100,https://api.openalex.org/works?filter=author.id:A5015651100
Ivan Burkov,59.0,3.0,14.0,RU,https://openalex.org/A5061837561,https://api.openalex.org/works?filter=author.id:A5061837561
Chenyan Jia,358.0,9.0,38.0,US,https://openalex.org/A5034362571,https://api.openalex.org/works?filter=author.id:A5034362571
Massimiliano Di Luca,2336.0,26.0,162.0,GB,https://openalex.org/A5034468528,https://api.openalex.org/works?filter=author.id:A5034468528
Sarah Valdez,521.0,10.0,145.0,AE,https://openalex.org/A5102780534,https://api.openalex.org/works?filter=author.id:A5102780534
Yu Ding,9156.0,51.0,156.0,CN,https://openalex.org/A5102011813,https://api.openalex.org/works?filter=author.id:A5102011813
Mikaela Irene Fudolig,70.0,5.0,32.0,US,https://openalex.org/A5027414437,https://api.openalex.org/works?filter=author.id:A5027414437
Eunbin Ha,2.0,1.0,1.0,US,https://openalex.org/A5107592070,https://api.openalex.org/works?filter=author.id:A5107592070
Adrián Arnaiz-Rodríguez,42.0,3.0,13.0,ES,https://openalex.org/A5031106143,https://api.openalex.org/works?filter=author.id:A5031106143
Cynthia Dwork,52720.0,76.0,256.0,US,https://openalex.org/A5011820318,https://api.openalex.org/works?filter=author.id:A5011820318
Aoi Naito,20.0,3.0,10.0,JP,https://openalex.org/A5006404907,https://api.openalex.org/works?filter=author.id:A5006404907
Jure Leskovec,116525.0,138.0,661.0,US,https://openalex.org/A5091272738,https://api.openalex.org/works?filter=author.id:A5091272738
Fernanda Ferreira,13852.0,56.0,234.0,US,https://openalex.org/A5086501120,https://api.openalex.org/works?filter=author.id:A5086501120
Kimitaka Asatani,160.0,7.0,52.0,JP,https://openalex.org/A5067094699,https://api.openalex.org/works?filter=author.id:A5067094699
Lindsay C. Page,2835.0,27.0,147.0,US,https://openalex.org/A5010281475,https://api.openalex.org/works?filter=author.id:A5010281475
Kristian Kersting,9650.0,52.0,567.0,DE,https://openalex.org/A5037636074,https://api.openalex.org/works?filter=author.id:A5037636074
Abraham Bernstein,10890.0,53.0,383.0,CH,https://openalex.org/A5073592405,https://api.openalex.org/works?filter=author.id:A5073592405
Haohan Shi,5.0,2.0,2.0,GB,https://openalex.org/A5046987803,https://api.openalex.org/works?filter=author.id:A5046987803
Mauricio Santillana,10520.0,44.0,306.0,US,https://openalex.org/A5069001141,https://api.openalex.org/works?filter=author.id:A5069001141
David García,25678.0,57.0,333.0,US,https://openalex.org/A5100766043,https://api.openalex.org/works?filter=author.id:A5100766043
Madison K. Landry,3.0,1.0,1.0,US,https://openalex.org/A5039092140,https://api.openalex.org/works?filter=author.id:A5039092140
Xiaohui Wang,18395.0,67.0,605.0,CN,https://openalex.org/A5100410733,https://api.openalex.org/works?filter=author.id:A5100410733
Andrea Forte,6581.0,32.0,150.0,US,https://openalex.org/A5025211180,https://api.openalex.org/works?filter=author.id:A5025211180
Tran Quang Duc,15.0,2.0,10.0,VN,https://openalex.org/A5113200242,https://api.openalex.org/works?filter=author.id:A5113200242
Samuel Thomas Donahue,17.0,2.0,3.0,US,https://openalex.org/A5074144967,https://api.openalex.org/works?filter=author.id:A5074144967
Taekho You,47.0,5.0,19.0,KR,https://openalex.org/A5077193439,https://api.openalex.org/works?filter=author.id:A5077193439
Müge Finkel,27.0,2.0,5.0,US,https://openalex.org/A5109273952,https://api.openalex.org/works?filter=author.id:A5109273952
Ying-Kai Huang,100.0,5.0,7.0,TW,https://openalex.org/A5110548152,https://api.openalex.org/works?filter=author.id:A5110548152
Robin W. Na,4.0,1.0,1.0,,https://openalex.org/A5058170746,https://api.openalex.org/works?filter=author.id:A5058170746
Tanya Y. Tian,171.0,2.0,3.0,US,https://openalex.org/A5052644159,https://api.openalex.org/works?filter=author.id:A5052644159
Kaiping Chen,875.0,16.0,68.0,US,https://openalex.org/A5071349842,https://api.openalex.org/works?filter=author.id:A5071349842
Samuel R Mendez,146.0,4.0,16.0,US,https://openalex.org/A5091613258,https://api.openalex.org/works?filter=author.id:A5091613258
Yanbang Wang,396.0,12.0,36.0,US,https://openalex.org/A5001319317,https://api.openalex.org/works?filter=author.id:A5001319317
Sally Hang,48.0,5.0,10.0,US,https://openalex.org/A5038884124,https://api.openalex.org/works?filter=author.id:A5038884124
Bryan Li,880.0,18.0,91.0,US,https://openalex.org/A5085287152,https://api.openalex.org/works?filter=author.id:A5085287152
David Jurgens,5237.0,35.0,189.0,US,https://openalex.org/A5046126345,https://api.openalex.org/works?filter=author.id:A5046126345
Leon Assaad,2.0,1.0,1.0,,https://openalex.org/A5093285904,https://api.openalex.org/works?filter=author.id:A5093285904
Angela Zavaleta Bernuy,68.0,5.0,39.0,CA,https://openalex.org/A5069503439,https://api.openalex.org/works?filter=author.id:A5069503439
Christian Zingg,284.0,4.0,7.0,CH,https://openalex.org/A5082353608,https://api.openalex.org/works?filter=author.id:A5082353608
Yanru Jiang,180.0,7.0,31.0,CN,https://openalex.org/A5089998951,https://api.openalex.org/works?filter=author.id:A5089998951
Xuechunzi Bai,402.0,10.0,32.0,US,https://openalex.org/A5014394213,https://api.openalex.org/works?filter=author.id:A5014394213
Alberto Acerbi,2658.0,29.0,162.0,IT,https://openalex.org/A5033831688,https://api.openalex.org/works?filter=author.id:A5033831688
Jungsik Choi,3025.0,22.0,187.0,KR,https://openalex.org/A5074392155,https://api.openalex.org/works?filter=author.id:A5074392155
Mai Alkhamissi,5.0,1.0,2.0,,https://openalex.org/A5093975982,https://api.openalex.org/works?filter=author.id:A5093975982
Przemyslaw A. Grabowicz,944.0,13.0,53.0,US,https://openalex.org/A5063837575,https://api.openalex.org/works?filter=author.id:A5063837575
Ron Mahabir,936.0,15.0,47.0,GB,https://openalex.org/A5058029787,https://api.openalex.org/works?filter=author.id:A5058029787
Georgina Curto,34.0,1.0,13.0,US,https://openalex.org/A5034208573,https://api.openalex.org/works?filter=author.id:A5034208573
Jonathan Stray,426.0,10.0,33.0,US,https://openalex.org/A5075221940,https://api.openalex.org/works?filter=author.id:A5075221940
Pelin Bicen,516.0,9.0,45.0,US,https://openalex.org/A5070544413,https://api.openalex.org/works?filter=author.id:A5070544413
Huei-Yen Chen,4.0,1.0,6.0,CA,https://openalex.org/A5088040811,https://api.openalex.org/works?filter=author.id:A5088040811
Martin Bekker,45.0,3.0,19.0,ZA,https://openalex.org/A5051317739,https://api.openalex.org/works?filter=author.id:A5051317739
Frank Schweitzer,12103.0,56.0,488.0,CH,https://openalex.org/A5057650206,https://api.openalex.org/works?filter=author.id:A5057650206
Maciej Styczen,1.0,1.0,2.0,CH,https://openalex.org/A5060778029,https://api.openalex.org/works?filter=author.id:A5060778029
Andrew Renninger,21.0,3.0,17.0,GB,https://openalex.org/A5012236452,https://api.openalex.org/works?filter=author.id:A5012236452
Matthew G. Burgess,1352.0,21.0,67.0,US,https://openalex.org/A5076235905,https://api.openalex.org/works?filter=author.id:A5076235905
Evan Williams,99.0,6.0,24.0,US,https://openalex.org/A5050222178,https://api.openalex.org/works?filter=author.id:A5050222178
Dilrukshi Gamage,624.0,14.0,48.0,JP,https://openalex.org/A5079213654,https://api.openalex.org/works?filter=author.id:A5079213654
Tobin South,35.0,3.0,29.0,US,https://openalex.org/A5027450101,https://api.openalex.org/works?filter=author.id:A5027450101
Jiessie Tie,2.0,1.0,4.0,CA,https://openalex.org/A5041093000,https://api.openalex.org/works?filter=author.id:A5041093000
Kokil Jaidka,2180.0,24.0,162.0,SG,https://openalex.org/A5079154791,https://api.openalex.org/works?filter=author.id:A5079154791
Debarati Das,224.0,10.0,28.0,IN,https://openalex.org/A5103986653,https://api.openalex.org/works?filter=author.id:A5103986653
Giuseppe Lo Russo,3796.0,34.0,293.0,IT,https://openalex.org/A5085306324,https://api.openalex.org/works?filter=author.id:A5085306324
Andrew M. Gordon,14152.0,65.0,298.0,US,https://openalex.org/A5002384334,https://api.openalex.org/works?filter=author.id:A5002384334
Sharaj Kunjar,3.0,1.0,2.0,DE,https://openalex.org/A5072971093,https://api.openalex.org/works?filter=author.id:A5072971093
Jessica Y. Bo,99.0,2.0,8.0,US,https://openalex.org/A5031336286,https://api.openalex.org/works?filter=author.id:A5031336286
Kenji Yokotani,131.0,6.0,30.0,JP,https://openalex.org/A5102845677,https://api.openalex.org/works?filter=author.id:A5102845677
Tom Theile,112.0,4.0,18.0,DE,https://openalex.org/A5033208803,https://api.openalex.org/works?filter=author.id:A5033208803
Briony Swire‐Thompson,3354.0,16.0,46.0,US,https://openalex.org/A5006172855,https://api.openalex.org/works?filter=author.id:A5006172855
Jonas A. Schlicht,1.0,1.0,1.0,NL,https://openalex.org/A5006251372,https://api.openalex.org/works?filter=author.id:A5006251372
Márton Rakovics,80.0,5.0,21.0,HU,https://openalex.org/A5036794290,https://api.openalex.org/works?filter=author.id:A5036794290
Nanum Jeon,33.0,2.0,6.0,US,https://openalex.org/A5020846103,https://api.openalex.org/works?filter=author.id:A5020846103
Samuel V. Scarpino,9806.0,41.0,164.0,MX,https://openalex.org/A5026230453,https://api.openalex.org/works?filter=author.id:A5026230453
Şükrü Atsızelti,1.0,1.0,7.0,TR,https://openalex.org/A5093136191,https://api.openalex.org/works?filter=author.id:A5093136191
Smitha Muthya Sudheendra,9.0,1.0,2.0,US,https://openalex.org/A5054738619,https://api.openalex.org/works?filter=author.id:A5054738619
Akhil Arora,727.0,16.0,38.0,US,https://openalex.org/A5075314395,https://api.openalex.org/works?filter=author.id:A5075314395
Rukun Zhang,5.0,2.0,3.0,CN,https://openalex.org/A5065317288,https://api.openalex.org/works?filter=author.id:A5065317288
Silvia Giordano,20695.0,74.0,551.0,IT,https://openalex.org/A5059509038,https://api.openalex.org/works?filter=author.id:A5059509038
Ayush Kanodia,223.0,7.0,24.0,IN,https://openalex.org/A5090271895,https://api.openalex.org/works?filter=author.id:A5090271895
Amy Hagopian,3363.0,30.0,126.0,US,https://openalex.org/A5031056767,https://api.openalex.org/works?filter=author.id:A5031056767
Luı́s A. Nunes Amaral,51074.0,80.0,373.0,US,https://openalex.org/A5073544378,https://api.openalex.org/works?filter=author.id:A5073544378
Marjan Hosseini,258.0,8.0,23.0,IR,https://openalex.org/A5101887016,https://api.openalex.org/works?filter=author.id:A5101887016
Jun Luo,37225.0,104.0,479.0,CN,https://openalex.org/A5013134790,https://api.openalex.org/works?filter=author.id:A5013134790
Giona Casiraghi,246.0,10.0,55.0,CH,https://openalex.org/A5064475993,https://api.openalex.org/works?filter=author.id:A5064475993
Daniel A. McFarland,5866.0,37.0,108.0,US,https://openalex.org/A5002809454,https://api.openalex.org/works?filter=author.id:A5002809454
Doug Beeferman,2248.0,12.0,40.0,US,https://openalex.org/A5064910304,https://api.openalex.org/works?filter=author.id:A5064910304
Jinghui Chen,1936.0,19.0,138.0,JP,https://openalex.org/A5006335513,https://api.openalex.org/works?filter=author.id:A5006335513
Jeanne L. Tsai,9789.0,44.0,148.0,US,https://openalex.org/A5082558628,https://api.openalex.org/works?filter=author.id:A5082558628
Mahmoudreza Babaei,661.0,13.0,27.0,DE,https://openalex.org/A5033317835,https://api.openalex.org/works?filter=author.id:A5033317835
Yiwei Xu,1752.0,23.0,89.0,CN,https://openalex.org/A5101275716,https://api.openalex.org/works?filter=author.id:A5101275716
Ozgur Can Seckin,10.0,2.0,7.0,US,https://openalex.org/A5056041083,https://api.openalex.org/works?filter=author.id:A5056041083
Adam J. Berinsky,14658.0,40.0,214.0,US,https://openalex.org/A5054913386,https://api.openalex.org/works?filter=author.id:A5054913386
Max Song,15.0,1.0,1.0,HK,https://openalex.org/A5003148044,https://api.openalex.org/works?filter=author.id:A5003148044
Danial Vahabli,20.0,2.0,7.0,US,https://openalex.org/A5087725561,https://api.openalex.org/works?filter=author.id:A5087725561
