id,publication_year,cited_by_count,author_ids
https://openalex.org/W2943439873,2019,23,"['https://openalex.org/A5075740191', 'https://openalex.org/A5045528962']"
https://openalex.org/W4233215040,2020,20,"['https://openalex.org/A5062432559', 'https://openalex.org/A5056499434', 'https://openalex.org/A5020533147']"
https://openalex.org/W4233995128,2021,19,"['https://openalex.org/A5086524212', 'https://openalex.org/A5101836529', 'https://openalex.org/A5073774344', 'https://openalex.org/A5075056899', 'https://openalex.org/A5072703507', 'https://openalex.org/A5045528962', 'https://openalex.org/A5082707744']"
https://openalex.org/W4221012070,2022,13,"['https://openalex.org/A5013841168', 'https://openalex.org/A5054808675', 'https://openalex.org/A5002746172', 'https://openalex.org/A5007090604']"
https://openalex.org/W4298005904,2022,12,"['https://openalex.org/A5023775697', 'https://openalex.org/A5054913386', 'https://openalex.org/A5020533147', 'https://openalex.org/A5056499434']"
https://openalex.org/W2063690256,2007,34,"['https://openalex.org/A5001211242', 'https://openalex.org/A5009398199']"
https://openalex.org/W2158419418,2010,30,"['https://openalex.org/A5002967595', 'https://openalex.org/A5082524310', 'https://openalex.org/A5045528962', 'https://openalex.org/A5042135500']"
https://openalex.org/W2116702891,2010,28,"['https://openalex.org/A5064485567', 'https://openalex.org/A5056499434', 'https://openalex.org/A5021314811']"
https://openalex.org/W2130282686,2013,23,"['https://openalex.org/A5032694172', 'https://openalex.org/A5024024784', 'https://openalex.org/A5053264719', 'https://openalex.org/A5085927300']"
https://openalex.org/W3122466578,2017,23,"['https://openalex.org/A5021501103', 'https://openalex.org/A5021314811', 'https://openalex.org/A5064485567', 'https://openalex.org/A5056499434']"
https://openalex.org/W1530733563,2014,22,"['https://openalex.org/A5079466450', 'https://openalex.org/A5054808675', 'https://openalex.org/A5061220999', 'https://openalex.org/A5109875968', 'https://openalex.org/A5071433151', 'https://openalex.org/A5001833084']"
https://openalex.org/W1765232156,2015,22,"['https://openalex.org/A5089626427', 'https://openalex.org/A5101526188', 'https://openalex.org/A5027879027', 'https://openalex.org/A5066130076', 'https://openalex.org/A5100341859', 'https://openalex.org/A5078671864', 'https://openalex.org/A5081915112', 'https://openalex.org/A5019506326', 'https://openalex.org/A5100399276']"
https://openalex.org/W2294572038,2016,22,"['https://openalex.org/A5015935947', 'https://openalex.org/A5045528962', 'https://openalex.org/A5025982071', 'https://openalex.org/A5053202585', 'https://openalex.org/A5102867647', 'https://openalex.org/A5089491941']"
https://openalex.org/W2525256812,2016,22,"['https://openalex.org/A5005466441', 'https://openalex.org/A5100399276', 'https://openalex.org/A5101435334', 'https://openalex.org/A5100333930', 'https://openalex.org/A5070343691', 'https://openalex.org/A5000937401']"
https://openalex.org/W2752424975,2017,21,"['https://openalex.org/A5027580528', 'https://openalex.org/A5072392110']"
https://openalex.org/W3121902842,2017,21,"['https://openalex.org/A5068328730', 'https://openalex.org/A5001211242', 'https://openalex.org/A5052726702']"
https://openalex.org/W4301896319,2017,21,"['https://openalex.org/A5082456527', 'https://openalex.org/A5001211242', 'https://openalex.org/A5052726702', 'https://openalex.org/A5084771969']"
https://openalex.org/W3047508744,2020,19,"['https://openalex.org/A5052318783', 'https://openalex.org/A5032451496', 'https://openalex.org/A5100450462', 'https://openalex.org/A5045528962', 'https://openalex.org/A5076189854']"
https://openalex.org/W3132951397,2021,17,"['https://openalex.org/A5065947577', 'https://openalex.org/A5006826872', 'https://openalex.org/A5100735652', 'https://openalex.org/A5101894007', 'https://openalex.org/A5101134995', 'https://openalex.org/A5100399276']"
https://openalex.org/W3170598770,2021,17,"['https://openalex.org/A5020533147', 'https://openalex.org/A5056499434']"
https://openalex.org/W3126312994,2021,16,"['https://openalex.org/A5024084959', 'https://openalex.org/A5041120433', 'https://openalex.org/A5069280291', 'https://openalex.org/A5052648518', 'https://openalex.org/A5006366882', 'https://openalex.org/A5005861391', 'https://openalex.org/A5066734699', 'https://openalex.org/A5050755053', 'https://openalex.org/A5030105240', 'https://openalex.org/A5108189343']"
https://openalex.org/W4226520100,2022,11,"['https://openalex.org/A5021501103', 'https://openalex.org/A5056499434']"
https://openalex.org/W4309271277,2022,11,"['https://openalex.org/A5024623417', 'https://openalex.org/A5045528962']"
https://openalex.org/W2100655150,2000,42,"['https://openalex.org/A5001211242', 'https://openalex.org/A5109860511']"
https://openalex.org/W1532103464,2001,41,"['https://openalex.org/A5001211242', 'https://openalex.org/A5022505218']"
https://openalex.org/W2750139543,1998,40,['https://openalex.org/A5001211242']
https://openalex.org/W1543508569,2004,35,"['https://openalex.org/A5072392110', 'https://openalex.org/A5033198222']"
https://openalex.org/W2593994720,2004,35,"['https://openalex.org/A5045528962', 'https://openalex.org/A5090905614', 'https://openalex.org/A5072298824', 'https://openalex.org/A5110172611']"
https://openalex.org/W2081733952,2012,22,"['https://openalex.org/A5018392096', 'https://openalex.org/A5059792053', 'https://openalex.org/A5069257022']"
https://openalex.org/W1912797847,2014,21,"['https://openalex.org/A5054808675', 'https://openalex.org/A5089682862', 'https://openalex.org/A5001833084']"
https://openalex.org/W2131006495,2013,21,"['https://openalex.org/A5089517750', 'https://openalex.org/A5025422369', 'https://openalex.org/A5002967595', 'https://openalex.org/A5045528962']"
https://openalex.org/W120686547,2013,20,"['https://openalex.org/A5018392096', 'https://openalex.org/A5069257022']"
https://openalex.org/W2130087232,2013,20,"['https://openalex.org/A5032369426', 'https://openalex.org/A5074059447', 'https://openalex.org/A5037344196', 'https://openalex.org/A5040217228', 'https://openalex.org/A5109832207', 'https://openalex.org/A5076716774', 'https://openalex.org/A5111981008', 'https://openalex.org/A5113443954']"
https://openalex.org/W2768362151,2017,20,"['https://openalex.org/A5068328730', 'https://openalex.org/A5001211242', 'https://openalex.org/A5052726702']"
https://openalex.org/W2884147779,2018,20,"['https://openalex.org/A5027678985', 'https://openalex.org/A5079191082', 'https://openalex.org/A5001211242', 'https://openalex.org/A5089493027']"
https://openalex.org/W2468864813,2016,19,"['https://openalex.org/A5007623580', 'https://openalex.org/A5030641600']"
https://openalex.org/W2891385412,2018,19,"['https://openalex.org/A5081481130', 'https://openalex.org/A5032694172', 'https://openalex.org/A5085927300']"
https://openalex.org/W1547599532,2015,18,"['https://openalex.org/A5045528962', 'https://openalex.org/A5082524310']"
https://openalex.org/W2477040552,2016,18,"['https://openalex.org/A5077296929', 'https://openalex.org/A5030641600']"
https://openalex.org/W2902138440,2018,18,"['https://openalex.org/A5088606320', 'https://openalex.org/A5018966648', 'https://openalex.org/A5001211242', 'https://openalex.org/A5002056995', 'https://openalex.org/A5019114258', 'https://openalex.org/A5041526408']"
https://openalex.org/W2953187615,2019,18,"['https://openalex.org/A5001211242', 'https://openalex.org/A5091599934', 'https://openalex.org/A5052726702', 'https://openalex.org/A5062138997']"
https://openalex.org/W2516237942,2016,17,"['https://openalex.org/A5075740191', 'https://openalex.org/A5045528962']"
https://openalex.org/W2588001287,2016,17,"['https://openalex.org/A5048337451', 'https://openalex.org/A5002373584', 'https://openalex.org/A5112131327', 'https://openalex.org/A5040217228', 'https://openalex.org/A5015178241', 'https://openalex.org/A5022241982', 'https://openalex.org/A5102045013']"
https://openalex.org/W2772254386,2019,17,"['https://openalex.org/A5079284688', 'https://openalex.org/A5030079806', 'https://openalex.org/A5056499434', 'https://openalex.org/A5066361095']"
https://openalex.org/W3121902296,2016,17,"['https://openalex.org/A5076651767', 'https://openalex.org/A5040287174', 'https://openalex.org/A5056499434']"
https://openalex.org/W3000981255,2020,16,['https://openalex.org/A5004855746']
https://openalex.org/W3037497841,2020,16,"['https://openalex.org/A5013841168', 'https://openalex.org/A5112947561', 'https://openalex.org/A5041664883', 'https://openalex.org/A5061221525', 'https://openalex.org/A5006947993', 'https://openalex.org/A5054808675']"
https://openalex.org/W4287870504,2020,16,"['https://openalex.org/A5013841168', 'https://openalex.org/A5112947561', 'https://openalex.org/A5041664883', 'https://openalex.org/A5061221525', 'https://openalex.org/A5006947993', 'https://openalex.org/A5054808675']"
https://openalex.org/W3109414125,2021,15,"['https://openalex.org/A5044639574', 'https://openalex.org/A5040704785', 'https://openalex.org/A5073982431', 'https://openalex.org/A5022785370', 'https://openalex.org/A5100399276', 'https://openalex.org/A5019310869', 'https://openalex.org/A5026347937', 'https://openalex.org/A5048668402', 'https://openalex.org/A5100398316', 'https://openalex.org/A5102989415', 'https://openalex.org/A5030639018', 'https://openalex.org/A5055031349', 'https://openalex.org/A5100675868', 'https://openalex.org/A5110829766', 'https://openalex.org/A5110844663', 'https://openalex.org/A5083944786', 'https://openalex.org/A5032258258', 'https://openalex.org/A5068443720', 'https://openalex.org/A5085440306', 'https://openalex.org/A5101190288', 'https://openalex.org/A5086124785', 'https://openalex.org/A5019243855', 'https://openalex.org/A5100375375', 'https://openalex.org/A5059241196', 'https://openalex.org/A5053422124', 'https://openalex.org/A5000465383']"
https://openalex.org/W3123744018,2021,15,"['https://openalex.org/A5076364930', 'https://openalex.org/A5037569091', 'https://openalex.org/A5054913386', 'https://openalex.org/A5020533147', 'https://openalex.org/A5056499434', 'https://openalex.org/A5028448267']"
https://openalex.org/W4230794884,2021,15,"['https://openalex.org/A5052536455', 'https://openalex.org/A5020533147', 'https://openalex.org/A5056499434']"
https://openalex.org/W3213664144,2021,14,"['https://openalex.org/A5005228286', 'https://openalex.org/A5101992030', 'https://openalex.org/A5070920982', 'https://openalex.org/A5001211242']"
https://openalex.org/W2007409401,1998,37,['https://openalex.org/A5001211242']
https://openalex.org/W3123895369,1997,37,['https://openalex.org/A5001211242']
https://openalex.org/W1495410826,1998,34,['https://openalex.org/A5001211242']
https://openalex.org/W1543670376,1995,34,['https://openalex.org/A5001211242']
https://openalex.org/W2130231383,2008,25,"['https://openalex.org/A5045528962', 'https://openalex.org/A5069235702', 'https://openalex.org/A5063172602']"
https://openalex.org/W1952483156,2009,23,"['https://openalex.org/A5018392096', 'https://openalex.org/A5059792053']"
https://openalex.org/W2075755121,2010,21,"['https://openalex.org/A5077966019', 'https://openalex.org/A5100399276', 'https://openalex.org/A5020432455', 'https://openalex.org/A5113148932', 'https://openalex.org/A5100348281', 'https://openalex.org/A5018664048', 'https://openalex.org/A5108217721', 'https://openalex.org/A5017937668', 'https://openalex.org/A5033083880']"
https://openalex.org/W1522716971,2011,20,"['https://openalex.org/A5018392096', 'https://openalex.org/A5059792053', 'https://openalex.org/A5039789856', 'https://openalex.org/A5069257022']"
https://openalex.org/W2167591772,2013,18,"['https://openalex.org/A5015041288', 'https://openalex.org/A5045528962']"
https://openalex.org/W2735232030,2017,18,"['https://openalex.org/A5006447298', 'https://openalex.org/A5100399276', 'https://openalex.org/A5100333930', 'https://openalex.org/A5100391054', 'https://openalex.org/A5015071060', 'https://openalex.org/A5000937401']"
https://openalex.org/W4233857624,2013,18,"['https://openalex.org/A5078682514', 'https://openalex.org/A5001211242', 'https://openalex.org/A5090426330', 'https://openalex.org/A5072267426']"
https://openalex.org/W1999934306,2013,17,"['https://openalex.org/A5056499434', 'https://openalex.org/A5023764588']"
https://openalex.org/W2785918791,2018,17,"['https://openalex.org/A5020533147', 'https://openalex.org/A5056499434']"
https://openalex.org/W2892506764,2018,17,"['https://openalex.org/A5041499491', 'https://openalex.org/A5020533147', 'https://openalex.org/A5056499434']"
https://openalex.org/W2899317835,2018,17,"['https://openalex.org/A5085875759', 'https://openalex.org/A5086524212', 'https://openalex.org/A5045528962']"
https://openalex.org/W3124412353,2015,17,"['https://openalex.org/A5004025652', 'https://openalex.org/A5060344387', 'https://openalex.org/A5056499434']"
https://openalex.org/W1012383842,2015,16,"['https://openalex.org/A5025578535', 'https://openalex.org/A5010655577', 'https://openalex.org/A5035863623', 'https://openalex.org/A5043917711', 'https://openalex.org/A5040217228']"
https://openalex.org/W2091025858,2014,16,"['https://openalex.org/A5047517174', 'https://openalex.org/A5090175598']"
https://openalex.org/W2140143203,2014,16,"['https://openalex.org/A5011184859', 'https://openalex.org/A5035848394', 'https://openalex.org/A5100399276', 'https://openalex.org/A5100436704', 'https://openalex.org/A5107985523', 'https://openalex.org/A5100753310']"
https://openalex.org/W2752835219,2017,16,"['https://openalex.org/A5100433744', 'https://openalex.org/A5100399276', 'https://openalex.org/A5100333930', 'https://openalex.org/A5000937401']"
https://openalex.org/W2905016180,2019,16,"['https://openalex.org/A5054808675', 'https://openalex.org/A5056707583', 'https://openalex.org/A5006947993', 'https://openalex.org/A5108074030', 'https://openalex.org/A5033557144', 'https://openalex.org/A5061221525', 'https://openalex.org/A5046100176', 'https://openalex.org/A5089479740', 'https://openalex.org/A5051619646']"
https://openalex.org/W3121876365,2016,16,"['https://openalex.org/A5001211242', 'https://openalex.org/A5029293919', 'https://openalex.org/A5050883930', 'https://openalex.org/A5064420079']"
https://openalex.org/W2913911797,2019,15,"['https://openalex.org/A5100400140', 'https://openalex.org/A5110920225', 'https://openalex.org/A5036271046', 'https://openalex.org/A5100689559', 'https://openalex.org/A5100399276', 'https://openalex.org/A5023752150', 'https://openalex.org/A5060760324']"
https://openalex.org/W2950295835,2019,15,"['https://openalex.org/A5001211242', 'https://openalex.org/A5052726702']"
https://openalex.org/W2988491697,2019,15,"['https://openalex.org/A5075740191', 'https://openalex.org/A5045528962', 'https://openalex.org/A5084294553', 'https://openalex.org/A5053214955']"
https://openalex.org/W4241352323,2020,15,"['https://openalex.org/A5020533147', 'https://openalex.org/A5066612528', 'https://openalex.org/A5001127585', 'https://openalex.org/A5056499434']"
https://openalex.org/W4242074543,2019,15,"['https://openalex.org/A5052536455', 'https://openalex.org/A5020533147', 'https://openalex.org/A5021501103', 'https://openalex.org/A5056499434']"
https://openalex.org/W3169770672,2021,13,"['https://openalex.org/A5031678205', 'https://openalex.org/A5043870154', 'https://openalex.org/A5069978439', 'https://openalex.org/A5004347227', 'https://openalex.org/A5100399276', 'https://openalex.org/A5060969754', 'https://openalex.org/A5102936728', 'https://openalex.org/A5019490372', 'https://openalex.org/A5057256415', 'https://openalex.org/A5053188695']"
https://openalex.org/W3182051644,2021,13,"['https://openalex.org/A5020533147', 'https://openalex.org/A5056499434']"
https://openalex.org/W2028236641,1998,31,"['https://openalex.org/A5109859076', 'https://openalex.org/A5102318346', 'https://openalex.org/A5034172400', 'https://openalex.org/A5006502257', 'https://openalex.org/A5109887859']"
https://openalex.org/W2105511450,2000,31,"['https://openalex.org/A5001211242', 'https://openalex.org/A5059686380']"
https://openalex.org/W1562173050,2006,25,"['https://openalex.org/A5001211242', 'https://openalex.org/A5029019200']"
https://openalex.org/W2010920561,2008,20,"['https://openalex.org/A5013283889', 'https://openalex.org/A5045528962', 'https://openalex.org/A5110102390', 'https://openalex.org/A5026028381', 'https://openalex.org/A5012723133']"
https://openalex.org/W2011392640,2010,19,"['https://openalex.org/A5001211242', 'https://openalex.org/A5055795427']"
https://openalex.org/W2044350064,2010,17,"['https://openalex.org/A5100399276', 'https://openalex.org/A5101837686', 'https://openalex.org/A5032379488', 'https://openalex.org/A5002274366', 'https://openalex.org/A5004636061', 'https://openalex.org/A5110226621', 'https://openalex.org/A5022522285', 'https://openalex.org/A5053154577']"
https://openalex.org/W2059003677,2011,16,"['https://openalex.org/A5060767408', 'https://openalex.org/A5033708184', 'https://openalex.org/A5024283732', 'https://openalex.org/A5015871541', 'https://openalex.org/A5043529168', 'https://openalex.org/A5045528962']"
https://openalex.org/W2796283328,2018,15,"['https://openalex.org/A5052536455', 'https://openalex.org/A5056499434']"
https://openalex.org/W334449758,2013,15,"['https://openalex.org/A5056499434', 'https://openalex.org/A5064485567', 'https://openalex.org/A5021314811']"
https://openalex.org/W2060805592,2014,14,"['https://openalex.org/A5022241982', 'https://openalex.org/A5059378540', 'https://openalex.org/A5002373584', 'https://openalex.org/A5015178241', 'https://openalex.org/A5109832207', 'https://openalex.org/A5109335526', 'https://openalex.org/A5040217228']"
https://openalex.org/W2211659822,2015,14,"['https://openalex.org/A5011512226', 'https://openalex.org/A5018392096', 'https://openalex.org/A5059792053']"
https://openalex.org/W2953395024,2019,14,"['https://openalex.org/A5032694172', 'https://openalex.org/A5006172855', 'https://openalex.org/A5007975088', 'https://openalex.org/A5068414530', 'https://openalex.org/A5013670125']"
https://openalex.org/W410032661,2014,14,"['https://openalex.org/A5113795053', 'https://openalex.org/A5108139740', 'https://openalex.org/A5109832207', 'https://openalex.org/A5040217228', 'https://openalex.org/A5032369426', 'https://openalex.org/A5113443954', 'https://openalex.org/A5002214819', 'https://openalex.org/A5076716774', 'https://openalex.org/A5037344196']"
https://openalex.org/W2485691230,2016,13,"['https://openalex.org/A5019990393', 'https://openalex.org/A5045528962', 'https://openalex.org/A5065016283']"
https://openalex.org/W4255022312,2020,13,"['https://openalex.org/A5020533147', 'https://openalex.org/A5056499434']"
https://openalex.org/W2198863862,2021,12,"['https://openalex.org/A5032694172', 'https://openalex.org/A5085927300']"
https://openalex.org/W3182172840,2021,12,"['https://openalex.org/A5102956999', 'https://openalex.org/A5020533147', 'https://openalex.org/A5056499434']"
https://openalex.org/W3184113801,2021,12,"['https://openalex.org/A5054127508', 'https://openalex.org/A5048948660', 'https://openalex.org/A5032694172']"
https://openalex.org/W4200513890,2021,12,"['https://openalex.org/A5069420646', 'https://openalex.org/A5072392110', 'https://openalex.org/A5089030792', 'https://openalex.org/A5085973114']"
https://openalex.org/W3125088053,1998,29,['https://openalex.org/A5001211242']
https://openalex.org/W1903896078,2007,19,"['https://openalex.org/A5001211242', 'https://openalex.org/A5091146010']"
https://openalex.org/W1965779990,2011,15,"['https://openalex.org/A5056616886', 'https://openalex.org/A5063269198', 'https://openalex.org/A5036824564', 'https://openalex.org/A5103482050', 'https://openalex.org/A5104070455', 'https://openalex.org/A5045528962']"
https://openalex.org/W1988108041,2012,15,"['https://openalex.org/A5022334515', 'https://openalex.org/A5052965447', 'https://openalex.org/A5070753993', 'https://openalex.org/A5022368086', 'https://openalex.org/A5103234310', 'https://openalex.org/A5004923254']"
https://openalex.org/W2063513588,2011,15,"['https://openalex.org/A5021314811', 'https://openalex.org/A5064485567', 'https://openalex.org/A5056499434']"
https://openalex.org/W2152222769,2010,15,"['https://openalex.org/A5046611715', 'https://openalex.org/A5007755189', 'https://openalex.org/A5045528962', 'https://openalex.org/A5091745105']"
https://openalex.org/W2162236842,2011,15,"['https://openalex.org/A5089517750', 'https://openalex.org/A5072759538', 'https://openalex.org/A5034706660', 'https://openalex.org/A5005972494', 'https://openalex.org/A5070794968', 'https://openalex.org/A5069748154', 'https://openalex.org/A5002967595', 'https://openalex.org/A5045528962']"
https://openalex.org/W1646047237,2013,14,"['https://openalex.org/A5089682862', 'https://openalex.org/A5054808675', 'https://openalex.org/A5064636177', 'https://openalex.org/A5001833084']"
https://openalex.org/W169947078,2012,13,"['https://openalex.org/A5045528962', 'https://openalex.org/A5110156544']"
https://openalex.org/W2136516838,2015,13,"['https://openalex.org/A5015935947', 'https://openalex.org/A5045528962', 'https://openalex.org/A5025982071', 'https://openalex.org/A5102867647', 'https://openalex.org/A5002083872', 'https://openalex.org/A5053202585']"
https://openalex.org/W2610152459,2017,13,"['https://openalex.org/A5040217228', 'https://openalex.org/A5015178241', 'https://openalex.org/A5002373584', 'https://openalex.org/A5022241982', 'https://openalex.org/A5109832207', 'https://openalex.org/A5027119293']"
https://openalex.org/W2793234362,2018,13,"['https://openalex.org/A5006947993', 'https://openalex.org/A5054808675', 'https://openalex.org/A5055203084', 'https://openalex.org/A5008547992', 'https://openalex.org/A5061221525', 'https://openalex.org/A5005594668', 'https://openalex.org/A5089479740', 'https://openalex.org/A5038295363', 'https://openalex.org/A5013841168', 'https://openalex.org/A5082942104', 'https://openalex.org/A5014892403', 'https://openalex.org/A5051619646']"
https://openalex.org/W2963167109,2017,13,"['https://openalex.org/A5077309439', 'https://openalex.org/A5086701362', 'https://openalex.org/A5001211242', 'https://openalex.org/A5070920982']"
https://openalex.org/W4230370611,2012,13,['https://openalex.org/A5045528962']
https://openalex.org/W4288088025,2019,13,"['https://openalex.org/A5088815712', 'https://openalex.org/A5101175099', 'https://openalex.org/A5073618265', 'https://openalex.org/A5058663704', 'https://openalex.org/A5016838762', 'https://openalex.org/A5034114908', 'https://openalex.org/A5053035058', 'https://openalex.org/A5054808675', 'https://openalex.org/A5102898754']"
https://openalex.org/W4288254648,2019,13,"['https://openalex.org/A5018871164', 'https://openalex.org/A5083438983', 'https://openalex.org/A5001211242', 'https://openalex.org/A5089493027']"
https://openalex.org/W1725767999,2015,12,"['https://openalex.org/A5063066923', 'https://openalex.org/A5050716607']"
https://openalex.org/W1956622797,2014,12,"['https://openalex.org/A5007189523', 'https://openalex.org/A5044205949', 'https://openalex.org/A5040217228', 'https://openalex.org/A5100724730']"
https://openalex.org/W2152617494,2014,12,"['https://openalex.org/A5056499434', 'https://openalex.org/A5049664275', 'https://openalex.org/A5031845310']"
https://openalex.org/W2948099544,2019,12,"['https://openalex.org/A5030684417', 'https://openalex.org/A5024901763', 'https://openalex.org/A5026525021', 'https://openalex.org/A5054808675']"
https://openalex.org/W1504168500,2016,11,"['https://openalex.org/A5109875968', 'https://openalex.org/A5079466450', 'https://openalex.org/A5071433151', 'https://openalex.org/A5061220999', 'https://openalex.org/A5054808675', 'https://openalex.org/A5001833084']"
https://openalex.org/W3017285370,2020,11,"['https://openalex.org/A5017770962', 'https://openalex.org/A5067809445', 'https://openalex.org/A5033208803', 'https://openalex.org/A5086453253']"
https://openalex.org/W3165253721,2021,11,"['https://openalex.org/A5061020925', 'https://openalex.org/A5056499434', 'https://openalex.org/A5020533147']"
https://openalex.org/W3199937943,2021,11,"['https://openalex.org/A5062135451', 'https://openalex.org/A5040217228', 'https://openalex.org/A5082205147']"
https://openalex.org/W4200586018,2021,11,"['https://openalex.org/A5026721037', 'https://openalex.org/A5082698243', 'https://openalex.org/A5056499434']"
https://openalex.org/W2493992958,2010,13,"['https://openalex.org/A5042135500', 'https://openalex.org/A5045528962']"
https://openalex.org/W2073042695,2013,12,['https://openalex.org/A5072392110']
https://openalex.org/W2140473244,2011,12,"['https://openalex.org/A5042135500', 'https://openalex.org/A5045528962']"
https://openalex.org/W2622390215,2017,12,"['https://openalex.org/A5100399276', 'https://openalex.org/A5053480981', 'https://openalex.org/A5008266777']"
https://openalex.org/W2623705857,2017,12,"['https://openalex.org/A5018392096', 'https://openalex.org/A5110328496']"
https://openalex.org/W1998232562,2014,11,"['https://openalex.org/A5036731944', 'https://openalex.org/A5056499434', 'https://openalex.org/A5029418921']"
https://openalex.org/W2163635079,2014,11,"['https://openalex.org/A5056499434', 'https://openalex.org/A5076651767']"
https://openalex.org/W2165033442,2015,11,"['https://openalex.org/A5044093983', 'https://openalex.org/A5112187860', 'https://openalex.org/A5002967595', 'https://openalex.org/A5015041288', 'https://openalex.org/A5045528962']"
https://openalex.org/W2270772194,2014,11,"['https://openalex.org/A5069116524', 'https://openalex.org/A5075418612', 'https://openalex.org/A5056499434']"
https://openalex.org/W2600804831,2017,11,"['https://openalex.org/A5072392110', 'https://openalex.org/A5069420646']"
https://openalex.org/W2606134377,2020,11,"['https://openalex.org/A5075740191', 'https://openalex.org/A5062531734', 'https://openalex.org/A5045528962']"
https://openalex.org/W2620004761,2017,11,"['https://openalex.org/A5074629829', 'https://openalex.org/A5040217228', 'https://openalex.org/A5082205147']"
https://openalex.org/W2622192603,2018,11,"['https://openalex.org/A5021501103', 'https://openalex.org/A5091044650', 'https://openalex.org/A5056499434']"
https://openalex.org/W2886567424,2018,11,"['https://openalex.org/A5026583508', 'https://openalex.org/A5030641600', 'https://openalex.org/A5084521578', 'https://openalex.org/A5036201536']"
https://openalex.org/W2994872663,2019,11,"['https://openalex.org/A5041499491', 'https://openalex.org/A5021501103', 'https://openalex.org/A5056499434']"
https://openalex.org/W3022191697,2020,11,"['https://openalex.org/A5031271510', 'https://openalex.org/A5019051904', 'https://openalex.org/A5018392096', 'https://openalex.org/A5069257022', 'https://openalex.org/A5070236501', 'https://openalex.org/A5060152403', 'https://openalex.org/A5049278459']"
https://openalex.org/W3125963529,2014,11,"['https://openalex.org/A5082456527', 'https://openalex.org/A5001211242', 'https://openalex.org/A5052726702', 'https://openalex.org/A5084771969']"
https://openalex.org/W3121500798,1998,22,"['https://openalex.org/A5001211242', 'https://openalex.org/A5059686380']"
https://openalex.org/W2335522586,1989,19,"['https://openalex.org/A5104047850', 'https://openalex.org/A5072392110']"
https://openalex.org/W2133801353,2004,18,"['https://openalex.org/A5046373800', 'https://openalex.org/A5041944945', 'https://openalex.org/A5100399276']"
https://openalex.org/W3124444067,2007,13,"['https://openalex.org/A5001211242', 'https://openalex.org/A5060469176']"
https://openalex.org/W1985397184,2011,11,"['https://openalex.org/A5043622044', 'https://openalex.org/A5050471174', 'https://openalex.org/A5112819261', 'https://openalex.org/A5025113008', 'https://openalex.org/A5030641600']"
https://openalex.org/W1495448019,2007,12,"['https://openalex.org/A5047517174', 'https://openalex.org/A5081593344']"
https://openalex.org/W2005017372,1995,18,['https://openalex.org/A5072392110']
https://openalex.org/W3123079905,2000,16,"['https://openalex.org/A5001211242', 'https://openalex.org/A5029019200']"
https://openalex.org/W4300697975,2004,14,"['https://openalex.org/A5001211242', 'https://openalex.org/A5077390169', 'https://openalex.org/A5081749378']"
https://openalex.org/W4300655971,2004,13,"['https://openalex.org/A5001211242', 'https://openalex.org/A5077390169', 'https://openalex.org/A5081749378']"
https://openalex.org/W2755290892,1995,12,"['https://openalex.org/A5001211242', 'https://openalex.org/A5089333674', 'https://openalex.org/A5038827978']"
https://openalex.org/W3121725667,1996,12,['https://openalex.org/A5001211242']
https://openalex.org/W4214532600,2012,2416,"['https://openalex.org/A5030852680', 'https://openalex.org/A5054478253']"
https://openalex.org/W2099147692,2013,1637,"['https://openalex.org/A5030852680', 'https://openalex.org/A5054478253']"
https://openalex.org/W2910027323,2019,1308,"['https://openalex.org/A5048165961', 'https://openalex.org/A5032538899', 'https://openalex.org/A5072046918']"
https://openalex.org/W2163179583,2015,1216,"['https://openalex.org/A5010601798', 'https://openalex.org/A5077630021', 'https://openalex.org/A5032538899', 'https://openalex.org/A5072046918', 'https://openalex.org/A5055203249']"
https://openalex.org/W1989597713,2009,973,"['https://openalex.org/A5071165387', 'https://openalex.org/A5037969281']"
https://openalex.org/W2656044294,2017,949,"['https://openalex.org/A5052195406', 'https://openalex.org/A5053015700', 'https://openalex.org/A5077630021', 'https://openalex.org/A5072046918', 'https://openalex.org/A5112342998']"
https://openalex.org/W2970785670,2016,943,"['https://openalex.org/A5030852680', 'https://openalex.org/A5054478253']"
https://openalex.org/W2142604507,2012,728,"['https://openalex.org/A5033887103', 'https://openalex.org/A5071165387', 'https://openalex.org/A5101768980', 'https://openalex.org/A5018493743', 'https://openalex.org/A5014088619']"
https://openalex.org/W2121319388,2011,641,"['https://openalex.org/A5054478253', 'https://openalex.org/A5030852680']"
https://openalex.org/W1984112630,2013,632,"['https://openalex.org/A5083437430', 'https://openalex.org/A5055790935', 'https://openalex.org/A5022452481']"
https://openalex.org/W2161730388,2007,526,['https://openalex.org/A5072046918']
https://openalex.org/W2071677582,2013,501,"['https://openalex.org/A5037038078', 'https://openalex.org/A5083410346', 'https://openalex.org/A5039043153', 'https://openalex.org/A5080330150', 'https://openalex.org/A5071165387', 'https://openalex.org/A5066036637', 'https://openalex.org/A5109970239', 'https://openalex.org/A5015358123', 'https://openalex.org/A5112239781', 'https://openalex.org/A5022553586', 'https://openalex.org/A5085564754', 'https://openalex.org/A5040147060', 'https://openalex.org/A5027062918', 'https://openalex.org/A5034990528']"
https://openalex.org/W2963943967,2017,406,"['https://openalex.org/A5110724093', 'https://openalex.org/A5013508523', 'https://openalex.org/A5085778849', 'https://openalex.org/A5033656008']"
