id,display_name,works_api_url,h_index,works_count,country_code
https://openalex.org/A5007746083,Daniel G. Goldstein,https://api.openalex.org/works?filter=author.id:A5007746083,N/A,236,US
https://openalex.org/A5068008545,Jessica Hullman,https://api.openalex.org/works?filter=author.id:A5068008545,N/A,147,US
https://openalex.org/A5025683130,Filipi N. Silva,https://api.openalex.org/works?filter=author.id:A5025683130,N/A,97,US
https://openalex.org/A5068831099,Peng Geng,https://api.openalex.org/works?filter=author.id:A5068831099,N/A,1026,CN
https://openalex.org/A5015377066,Zachary T. P. Fried,https://api.openalex.org/works?filter=author.id:A5015377066,N/A,16,US
https://openalex.org/A5091142592,Michael Guerzhoy,https://api.openalex.org/works?filter=author.id:A5091142592,N/A,41,CA
https://openalex.org/A5002187701,Jaideep Srivastava,https://api.openalex.org/works?filter=author.id:A5002187701,N/A,541,US
https://openalex.org/A5095383854,Ihsan Kahveci,https://api.openalex.org/works?filter=author.id:A5095383854,N/A,1,N/A
https://openalex.org/A5000373924,Heysung Lee,https://api.openalex.org/works?filter=author.id:A5000373924,N/A,8,US
https://openalex.org/A5089413311,Diyi Yang,https://api.openalex.org/works?filter=author.id:A5089413311,N/A,321,US
https://openalex.org/A5011168888,Homa Hosseinmardi,https://api.openalex.org/works?filter=author.id:A5011168888,N/A,21,US
https://openalex.org/A5092418418,Ramtin Ehsani,https://api.openalex.org/works?filter=author.id:A5092418418,N/A,11,US
https://openalex.org/A5111373420,Kenneth J. Arrow,https://api.openalex.org/works?filter=author.id:A5111373420,N/A,791,US
https://openalex.org/A5026546328,Isabella Loaiza Saa,https://api.openalex.org/works?filter=author.id:A5026546328,N/A,5,US
https://openalex.org/A5067807487,Emma Pierson,https://api.openalex.org/works?filter=author.id:A5067807487,N/A,103,US
https://openalex.org/A5046987803,Haohan Shi,https://api.openalex.org/works?filter=author.id:A5046987803,N/A,3,GB
https://openalex.org/A5029821479,Salvatore Giorgi,https://api.openalex.org/works?filter=author.id:A5029821479,N/A,129,US
https://openalex.org/A5041912001,Rodrigo Eduardo LÃ pez Pallo,https://api.openalex.org/works?filter=author.id:A5041912001,N/A,1,N/A
https://openalex.org/A5074089902,Saskia de Pee,https://api.openalex.org/works?filter=author.id:A5074089902,N/A,230,IT
https://openalex.org/A5044261825,Matthew Haruyama,https://api.openalex.org/works?filter=author.id:A5044261825,N/A,3,JP
https://openalex.org/A5039707142,Byunghwee Lee,https://api.openalex.org/works?filter=author.id:A5039707142,N/A,14,KR
https://openalex.org/A5075302056,Mona Sloane,https://api.openalex.org/works?filter=author.id:A5075302056,N/A,50,US
https://openalex.org/A5061794917,Johan A. Elkink,https://api.openalex.org/works?filter=author.id:A5061794917,N/A,66,IE
https://openalex.org/A5038884124,Sally Hang,https://api.openalex.org/works?filter=author.id:A5038884124,N/A,10,US
https://openalex.org/A5012092057,Rezvaneh Rezapour,https://api.openalex.org/works?filter=author.id:A5012092057,N/A,57,US
https://openalex.org/A5075283583,Noshir Contractor,https://api.openalex.org/works?filter=author.id:A5075283583,N/A,354,US
https://openalex.org/A5097713744,Sidney Xiang,https://api.openalex.org/works?filter=author.id:A5097713744,N/A,1,US
https://openalex.org/A5099035918,Ciro Beneduce,https://api.openalex.org/works?filter=author.id:A5099035918,N/A,1,N/A
https://openalex.org/A5011604176,Ozan Kuru,https://api.openalex.org/works?filter=author.id:A5011604176,N/A,36,SG
https://openalex.org/A5040821714,Dongyeop Kang,https://api.openalex.org/works?filter=author.id:A5040821714,N/A,159,US
https://openalex.org/A5035201433,Ting Luo,https://api.openalex.org/works?filter=author.id:A5035201433,N/A,228,CN
https://openalex.org/A5091158444,Louis M. Chu,https://api.openalex.org/works?filter=author.id:A5091158444,N/A,102,US
https://openalex.org/A5088363723,Neha Kumar,https://api.openalex.org/works?filter=author.id:A5088363723,N/A,173,US
https://openalex.org/A5101617772,Weiyu Li,https://api.openalex.org/works?filter=author.id:A5101617772,N/A,90,US
https://openalex.org/A5072811626,Muhammad Ehab Rasul,https://api.openalex.org/works?filter=author.id:A5072811626,N/A,11,US
https://openalex.org/A5039712245,Sanjay Kairam,https://api.openalex.org/works?filter=author.id:A5039712245,N/A,25,US
https://openalex.org/A5100440745,Kang Xu,https://api.openalex.org/works?filter=author.id:A5100440745,N/A,1805,CN
https://openalex.org/A5020702662,Tasuku Igarashi,https://api.openalex.org/works?filter=author.id:A5020702662,N/A,79,JP
https://openalex.org/A5067134501,Subhayan Mukerjee,https://api.openalex.org/works?filter=author.id:A5067134501,N/A,29,SG
https://openalex.org/A5063557800,Kiran Garimella,https://api.openalex.org/works?filter=author.id:A5063557800,N/A,176,US
https://openalex.org/A5065544460,Attila Varga,https://api.openalex.org/works?filter=author.id:A5065544460,N/A,211,HU
https://openalex.org/A5109983878,Victoria Gonzales,https://api.openalex.org/works?filter=author.id:A5109983878,N/A,22,FR
